((('cue', (0.11245595349932312, 0.47427870741977574)), ('yellow', (0.9192109328653595, 0.6874222411368218)), ('blue', (0.2835435450491415, 1.6535865358303279)), ('red', (0.8130467582776302, 1.0860099813083968))), 'pot blue ball into top_right pocket directly')
((('cue', (0.8362522687122755, 0.9138883132490437)), ('yellow', (0.6488237838294497, 1.408892708599844)), ('blue', (0.25245277215738793, 1.320626208581671)), ('red', (0.17392271969533538, 1.7103313339241637))), 'pot blue ball into bottom_left pocket with a bank shot')
((('cue', (0.6024732171658405, 0.5218473613468463)), ('yellow', (0.08764130193550364, 1.71811702449991)), ('blue', (0.9166920828894091, 0.8471050631041955)), ('red', (0.22268723888196115, 1.4272259887599776))), 'pot yellow ball into middle_right pocket with a bank shot')
((('cue', (0.09684335839569247, 1.6964741661354759)), ('yellow', (0.9106066830669716, 1.2622431661481779)), ('blue', (0.2389259447682931, 1.481726317646144)), ('red', (0.7683470013629693, 1.794420128596702))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.1215384803461772, 0.0703379531582457)), ('yellow', (0.8280620793430379, 0.20506166018810915)), ('red', (0.8653735225434687, 0.6291480763480881)), ('blue', (0.45686495333938393, 0.728135423463928))), 'pot red ball into top_left pocket indirectly')
((('cue', (0.617235015397705, 0.4707131323003869)), ('red', (0.3329953121636515, 0.6608322586976243)), ('blue', (0.20993949477707702, 0.9595703326954341)), ('yellow', (0.5192300153465464, 1.8081854034866462))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.7927732841107481, 0.13533603321648974)), ('blue', (0.8852031175760388, 1.2295219701192157)), ('yellow', (0.660447975656405, 0.09988343980189304)), ('red', (0.3525217240529317, 0.41846574046048357))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.9404441320252448, 0.8511337414661717)), ('red', (0.3178145837173971, 1.1451867809959746)), ('yellow', (0.7781564334163813, 0.14694104609776965)), ('blue', (0.22423540987891774, 0.7911029616797918))), 'pot red ball into middle_right pocket indirectly')
((('cue', (0.7753114677692273, 0.37894954800172387)), ('red', (0.46289357671037146, 0.05477698082265971)), ('blue', (0.5550652907358543, 1.7873157623924072)), ('yellow', (0.7139744986814046, 0.9898123469086343))), 'pot blue ball into middle_left pocket with a bank shot')
((('cue', (0.13939052611466862, 1.847119310975204)), ('blue', (0.7965388449139836, 0.2570513699483486)), ('yellow', (0.5086598512725107, 1.479792054476061)), ('red', (0.08556702838047786, 0.1948672939437381))), 'pot red ball into middle_left pocket with a bank shot')
((('cue', (0.19108089924823163, 1.7395459721300703)), ('red', (0.7472664856534664, 0.8024380573673671)), ('yellow', (0.33006822151682713, 0.9578146700298648)), ('blue', (0.5934815611914487, 0.19136583373339633))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.47760176995987036, 1.0289641889559182)), ('red', (0.226657910874559, 1.4936037442657528)), ('yellow', (0.4180102809423518, 1.444273008266856)), ('blue', (0.24078255094445578, 0.8931648380827069))), 'pot red ball into top_right pocket with a bank shot')
((('cue', (0.24630310260339813, 1.2042119553244406)), ('yellow', (0.8693588025865578, 0.09532325356306241)), ('blue', (0.8373000141238089, 1.5665897070166872)), ('red', (0.9201792263837926, 0.3631301015945282))), 'pot blue ball into top_left pocket with a bank shot')
((('cue', (0.4477087816621492, 0.9125278989014419)), ('red', (0.20328450981953108, 1.0470424439721604)), ('yellow', (0.2943839247196568, 1.0466506531311224)), ('blue', (0.4979471895569111, 1.7832987764128096))), 'pot yellow ball into middle_left pocket with a bank shot')
((('cue', (0.8480823630804849, 1.7046012653050266)), ('blue', (0.869897476082001, 0.24627447517668083)), ('red', (0.32248928488825557, 0.45768009292894807)), ('yellow', (0.6804492436925719, 0.45644656736254596))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.5182006608101452, 1.87537342237936)), ('blue', (0.5556866897221125, 1.3406570199715953)), ('red', (0.43376405267988283, 1.557358772439668)), ('yellow', (0.7982473295487347, 0.6056335883387085))), 'pot yellow ball into top_right pocket with a bank shot')
((('cue', (0.8259995181472919, 1.0991109758773538)), ('blue', (0.529040316413327, 1.5799506575826905)), ('yellow', (0.10511263331421708, 1.4806770478344697)), ('red', (0.4263991962151644, 0.9636102169813744))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.9066629818100163, 1.0376801322210325)), ('blue', (0.4461000459323651, 0.3540910632634575)), ('red', (0.42430707402037615, 0.6497656416797336)), ('yellow', (0.6057138783747013, 0.9169185766323639))), 'pot blue ball into top_right pocket indirectly')
((('cue', (0.6228309198648857, 0.8975785008161281)), ('blue', (0.45173190831823773, 1.0512912008965687)), ('yellow', (0.32582912598727354, 1.7894855579756541)), ('red', (0.49215531471769924, 1.9002773681585465))), 'pot red ball into middle_left pocket with a bank shot')
((('cue', (0.8305182828237185, 0.9289027045443928)), ('red', (0.07352407326691614, 1.0743148606014763)), ('yellow', (0.630084462779406, 0.5281850595693304)), ('blue', (0.17543923873174924, 1.600882258985436))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.27594102640294826, 1.5479537493543514)), ('blue', (0.8502160862313461, 0.3420427470805594)), ('yellow', (0.7019508774373021, 1.0126440423692362)), ('red', (0.0801769612171931, 0.5696128974482838))), 'pot yellow ball into bottom_right pocket with a bank shot')
((('cue', (0.7375895794748535, 1.0001873116821343)), ('yellow', (0.737215050596806, 1.501444664885834)), ('red', (0.2721030700878434, 0.5412344965212499)), ('blue', (0.4594677194462313, 1.0033776563971986))), 'pot yellow ball into top_right pocket directly')
((('cue', (0.5351441783827839, 1.4368077241751884)), ('blue', (0.2093618010371965, 0.3427583127813305)), ('yellow', (0.2733365583078098, 1.8583702450668507)), ('red', (0.730502372944127, 1.0025602980845607))), 'pot yellow ball into bottom_right pocket with a bank shot')
((('cue', (0.5410405414885456, 1.8288223528143717)), ('blue', (0.7240908462461134, 0.8725423497853376)), ('yellow', (0.5831015973005865, 1.5839700421967746)), ('red', (0.5633707101975114, 0.4445739384096138))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.4251242172102484, 0.7537630303560687)), ('red', (0.23736288330277325, 0.1820071755285663)), ('yellow', (0.4711078476651679, 0.856122212783226)), ('blue', (0.3275284739686031, 0.49688062083745044))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.45338398643316946, 1.5881269321156684)), ('yellow', (0.3331006032393673, 0.791546060830792)), ('red', (0.5505735373881165, 1.6937003450466541)), ('blue', (0.46700038755901785, 0.7338709444344013))), 'pot red ball into middle_left pocket indirectly')
((('cue', (0.3523417395923403, 1.7481010309453557)), ('yellow', (0.44206415737343197, 0.3599657534787154)), ('red', (0.5387589832605364, 1.9227994157248418)), ('blue', (0.7605479464984496, 1.664413749292286))), 'pot yellow ball into bottom_right pocket directly')
((('cue', (0.3850826508159634, 0.9807028727833005)), ('blue', (0.057066861132284805, 0.931070652334904)), ('red', (0.1911759944673554, 1.5051544511270603)), ('yellow', (0.09310772684658314, 1.1842641583479343))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.0846959709451835, 0.884365800760246)), ('blue', (0.7481416694394656, 1.7487572096365671)), ('yellow', (0.8066498908367737, 0.3005888916161418)), ('red', (0.5969649454704937, 0.963219198163905))), 'pot red ball into top_right pocket directly')
((('cue', (0.5734174380954559, 0.6680796835563346)), ('blue', (0.7833026616207724, 1.0637253855449842)), ('yellow', (0.28733545940116323, 1.9066962429372405)), ('red', (0.44887367581978355, 1.1190028920867447))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.38543212225754175, 0.1867252396543194)), ('red', (0.0682173584899218, 1.6643464070436125)), ('blue', (0.4668208161608014, 1.4824325534684848)), ('yellow', (0.8173151734766873, 0.263428288164409))), 'pot yellow ball into bottom_right pocket directly')
((('cue', (0.07170752111440558, 1.0966265269709978)), ('red', (0.39451217602713884, 1.7721221995270815)), ('blue', (0.47805141427489095, 1.5779335670496821)), ('yellow', (0.880860932727973, 1.4906608946576743))), 'pot blue ball into bottom_right pocket indirectly')
((('cue', (0.34374523544282, 0.9206378680709469)), ('yellow', (0.27959162886697597, 0.09705591217488632)), ('blue', (0.31000353744503717, 1.0429378137159502)), ('red', (0.3856048617432617, 1.0443427493970212))), 'pot red ball into top_left pocket directly')
((('cue', (0.3518957525785301, 1.0643037167045755)), ('red', (0.9275916037881643, 0.3754797775733625)), ('blue', (0.31716005969306216, 1.6242240609420213)), ('yellow', (0.18411744327184332, 1.4017796348985354))), 'pot red ball into bottom_left pocket indirectly')
((('cue', (0.5850085070295022, 0.38922493580282536)), ('blue', (0.7032201594583186, 1.7955243560801677)), ('yellow', (0.5741864826665516, 1.380301273813058)), ('red', (0.4571248085478391, 0.38639571374759973))), 'pot yellow ball into top_left pocket directly')
((('cue', (0.7636882810328617, 0.3418933338900203)), ('red', (0.360868338498877, 0.9842365435948562)), ('blue', (0.33026844869994443, 0.43457850833157763)), ('yellow', (0.06181155179192005, 1.6038663325705258))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.6362182845174281, 0.13619831009206393)), ('yellow', (0.10793128303755777, 1.2240220652317846)), ('red', (0.8299203395583657, 0.32655595285607797)), ('blue', (0.10053661656684715, 0.7153997866822358))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.08241353614585727, 1.9105185279197143)), ('red', (0.47092889558098916, 1.5540823937970152)), ('blue', (0.7209993444989982, 0.06461188405942321)), ('yellow', (0.9117466726706013, 0.3643469200191226))), 'pot blue ball into bottom_right pocket indirectly')
((('cue', (0.65913948907548, 0.6993038438124115)), ('blue', (0.6032690492553834, 0.2299612985477634)), ('yellow', (0.4311585750070406, 0.7886559181808159)), ('red', (0.32563325560067347, 0.9304114608396942))), 'pot red ball into top_right pocket indirectly')
((('cue', (0.2977868863893903, 0.2960595310254239)), ('blue', (0.6569599561229459, 1.2045959429128945)), ('yellow', (0.5128306034090738, 0.6375445037685616)), ('red', (0.21666501281369294, 0.7752249148919376))), 'pot red ball into bottom_left pocket indirectly')
((('cue', (0.6647731514660441, 1.754642614562292)), ('blue', (0.3612806154741076, 0.8486690121636026)), ('yellow', (0.34486362390112557, 0.32582660855485746)), ('red', (0.8626619443153362, 1.4054823337273075))), 'pot red ball into middle_right pocket with a bank shot')
((('cue', (0.7991148705246626, 1.1418552896847438)), ('yellow', (0.5041946789105993, 1.4553342606344657)), ('blue', (0.6078950939908344, 0.27576402908028386)), ('red', (0.8682262675534256, 0.5563516785799779))), 'pot yellow ball into middle_right pocket indirectly')
((('cue', (0.5679925961038423, 0.8469438380340334)), ('blue', (0.21292445791330677, 0.19292796633635037)), ('yellow', (0.15119855246639746, 1.4922785306027384)), ('red', (0.5379437344196905, 0.7286337289861518))), 'pot blue ball into bottom_right pocket indirectly')
((('cue', (0.7515908217787572, 0.36953528422928117)), ('yellow', (0.9315086017060719, 0.41219601820420393)), ('blue', (0.3030375284839606, 0.1054764200810124)), ('red', (0.6895403509938344, 1.01934763593388))), 'pot yellow ball into bottom_left pocket with a bank shot')
((('cue', (0.27199743964055245, 0.9326492971578036)), ('blue', (0.392950053218151, 1.2782572058106234)), ('red', (0.9056133019787942, 0.8643443985265341)), ('yellow', (0.19939891373787566, 0.6026611095127973))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.6180559108368061, 0.8638159203340511)), ('yellow', (0.6882216644665868, 0.10880393694443304)), ('red', (0.2121951790975928, 1.1271497118875289)), ('blue', (0.7225519130459372, 1.4063170673319625))), 'pot yellow ball into bottom_right pocket directly')
((('cue', (0.5595973008145106, 1.520204477551086)), ('yellow', (0.29632440130594495, 0.46390545582751364)), ('red', (0.13894583332065596, 1.8070260668666713)), ('blue', (0.2635633359428051, 0.16830867431004168))), 'pot yellow ball into bottom_left pocket directly')
((('cue', (0.8921056027663788, 0.16856619926915528)), ('blue', (0.35464462262511554, 1.2396522737895554)), ('yellow', (0.8778099545017582, 0.6629474103566252)), ('red', (0.7005923015593882, 1.9365082071506503))), 'pot yellow ball into bottom_right pocket with a bank shot')
((('cue', (0.5432385851707107, 1.8699120122588828)), ('red', (0.8810286279006881, 0.781529964314906)), ('blue', (0.2107482767655789, 0.17752055444966922)), ('yellow', (0.19504197041026228, 1.6742850581783097))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.75602843760278, 1.8696713343308222)), ('yellow', (0.05237019444414205, 1.0630598867111392)), ('red', (0.6399602898796498, 0.21203998460692253)), ('blue', (0.16904782870000498, 1.3514014288779987))), 'pot red ball into top_left pocket indirectly')
((('cue', (0.7130365508257686, 0.2651033107130141)), ('blue', (0.6833367638048365, 1.6521990104051478)), ('yellow', (0.7626821716103022, 0.6002669929970258)), ('red', (0.3854392208968279, 1.06574645861827))), 'pot yellow ball into top_left pocket with a bank shot')
((('cue', (0.6254319109852231, 0.7662996599211439)), ('red', (0.33296259715683163, 0.12928497235699063)), ('blue', (0.9408046134027203, 1.1300787638879894)), ('yellow', (0.24929391709381718, 1.674763612856704))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.3462873578576098, 1.8768118716206637)), ('red', (0.6687392507544133, 0.6411531910094562)), ('blue', (0.11174598229208532, 1.848225582340671)), ('yellow', (0.2537817967608005, 0.08020940822577774))), 'pot red ball into middle_left pocket with a bank shot')
((('cue', (0.0718463844242462, 1.184017264758652)), ('yellow', (0.28885413302557955, 0.215642921431825)), ('red', (0.8986091857442882, 1.592604384060455)), ('blue', (0.7497521651983554, 0.4665799958626038))), 'pot red ball into bottom_left pocket with a bank shot')
((('cue', (0.5494087231419605, 1.2947619128660335)), ('red', (0.7963736873978661, 0.3902103255286836)), ('yellow', (0.9132341048859057, 0.2928260915383156)), ('blue', (0.8036336324296669, 1.0849562683566516))), 'pot yellow ball into top_left pocket indirectly')
((('cue', (0.14762766400148347, 1.2540095981611041)), ('red', (0.05050446224797435, 1.4295523973667124)), ('yellow', (0.725850752821846, 1.8158293483775443)), ('blue', (0.2384221604668772, 0.09423912612726802))), 'pot red ball into bottom_left pocket with a bank shot')
((('cue', (0.8086511835139384, 0.12549475645103353)), ('yellow', (0.22350093991036032, 1.2239691347352808)), ('blue', (0.48955796682988284, 0.5689587789631904)), ('red', (0.6983719647880071, 0.7348561841698897))), 'pot red ball into top_left pocket directly')
((('cue', (0.08445199343106727, 1.2358644983045088)), ('red', (0.7470187431593317, 1.595674935894432)), ('blue', (0.0685799733321563, 1.5305408449879445)), ('yellow', (0.4627469582091772, 1.2986332421826607))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.10653300740740763, 0.08956124694286646)), ('yellow', (0.5937359323586583, 0.40299585661022186)), ('blue', (0.7535846535807046, 0.960984294184303)), ('red', (0.7209468945108733, 1.8272203110918364))), 'pot blue ball into top_right pocket with a bank shot')
((('cue', (0.4136731377626376, 1.8965152607514126)), ('red', (0.8498168961932691, 0.5443309852687709)), ('yellow', (0.5194430824308213, 0.7849366338015595)), ('blue', (0.38276645303856716, 0.310888725915365))), 'pot red ball into top_right pocket with a bank shot')
((('cue', (0.8026942215230946, 1.6067901203300574)), ('blue', (0.3603182663761443, 0.162495113919292)), ('red', (0.6034383403462554, 1.255934334796331)), ('yellow', (0.9188937463433562, 0.6313980651340958))), 'pot red ball into top_right pocket indirectly')
((('cue', (0.859268378598121, 0.9672411916902354)), ('blue', (0.5584684782274884, 0.6575240812415422)), ('red', (0.4985873755393023, 1.1376174793641551)), ('yellow', (0.5594083308024774, 0.818080226940929))), 'pot yellow ball into bottom_left pocket directly')
((('cue', (0.43777621776483455, 1.4276119816566137)), ('blue', (0.31168124247014817, 0.12077741943221308)), ('red', (0.8544448659800089, 0.8513738077099969)), ('yellow', (0.3759576531574982, 1.3266390340283243))), 'pot red ball into middle_left pocket with a bank shot')
((('cue', (0.8053140211777893, 1.5790994563035554)), ('red', (0.3216477626375637, 1.2829304892696787)), ('yellow', (0.4719446097247132, 0.46641933812274616)), ('blue', (0.6659166312200461, 1.3549661878598775))), 'pot yellow ball into bottom_left pocket with a bank shot')
((('cue', (0.19027175760383933, 1.609026940923164)), ('blue', (0.6051083107170573, 0.8700340370935004)), ('red', (0.24958028684211186, 0.15911656412988473)), ('yellow', (0.8513680298141154, 0.2129330038381602))), 'pot red ball into top_left pocket indirectly')
((('cue', (0.38950886584871447, 0.992250835442281)), ('blue', (0.11587394022402633, 1.7421782551849962)), ('red', (0.1274155620863025, 0.05584938852088522)), ('yellow', (0.21734245577026412, 0.9383751766608851))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.675916982212783, 1.708573334522871)), ('blue', (0.3342090183219575, 1.4075951233590394)), ('yellow', (0.8565471342148863, 1.8707404990012917)), ('red', (0.3260107288116836, 1.8813368547710707))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.4225933205214707, 1.3224666130868792)), ('yellow', (0.614168424237465, 1.6842747248525807)), ('red', (0.5385062356217558, 0.1811298841477925)), ('blue', (0.9226385893023337, 0.7977595770512971))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.8721839361377797, 1.2259455292168746)), ('yellow', (0.5488594876094393, 1.0170625363743848)), ('red', (0.6520045724988366, 1.692199060475364)), ('blue', (0.8634453861306066, 1.0606464128486799))), 'pot blue ball into middle_left pocket with a bank shot')
((('cue', (0.08901213429479471, 0.14455610207832126)), ('blue', (0.8475499622631226, 0.5205330374995735)), ('red', (0.6784303929559581, 0.7516394927523923)), ('yellow', (0.3488285555375752, 1.1173300871168037))), 'pot blue ball into top_right pocket directly')
((('cue', (0.6852383683277423, 1.2572582485371309)), ('blue', (0.5779266492205324, 0.8053288636317019)), ('red', (0.5761345888188817, 1.8897623875396747)), ('yellow', (0.730683370452492, 1.030050301032403))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.4702783084024733, 0.22634875289543058)), ('red', (0.28636975858347086, 0.41531950041872434)), ('yellow', (0.798901353490744, 0.5530744248343772)), ('blue', (0.7181408558427484, 0.17511789098921218))), 'pot yellow ball into middle_left pocket indirectly')
((('cue', (0.9017930689796249, 0.16412646918778534)), ('blue', (0.392950239066427, 0.29731608875763393)), ('red', (0.9146276131026395, 1.8811700936622224)), ('yellow', (0.7489897504554781, 1.2389636775423514))), 'pot red ball into top_right pocket indirectly')
((('cue', (0.6842427952104101, 0.3609720870474953)), ('yellow', (0.23148155247612068, 1.7243112477227214)), ('red', (0.6038428560454093, 1.9076448469452547)), ('blue', (0.6307898894748548, 1.2126123213916884))), 'pot blue ball into top_left pocket with a bank shot')
((('cue', (0.8374478168169418, 1.2920483385921953)), ('yellow', (0.1567858346687645, 0.043769121355337275)), ('blue', (0.21520342507774348, 1.333051429567891)), ('red', (0.4998626041022368, 0.3497858455344276))), 'pot yellow ball into top_right pocket indirectly')
((('cue', (0.368045064739452, 0.42319518730064)), ('red', (0.32011907702564224, 0.2202029196588355)), ('yellow', (0.30853405909925147, 1.6388418524825925)), ('blue', (0.5107346700405624, 1.0291254708358497))), 'pot yellow ball into middle_right pocket with a bank shot')
((('cue', (0.2798111459276304, 0.6910127314015383)), ('yellow', (0.34106082497521106, 1.834748935059727)), ('red', (0.12203954778128541, 0.8222653297877328)), ('blue', (0.7463747749131013, 1.4518192766591236))), 'pot red ball into middle_right pocket with a bank shot')
((('cue', (0.2030184304187532, 1.5559510395853742)), ('yellow', (0.71096591697216, 1.4800239362578056)), ('blue', (0.11763582199077326, 0.6823796649096373)), ('red', (0.5286543194491705, 1.233896778049979))), 'pot yellow ball into middle_left pocket with a bank shot')
((('cue', (0.11753967653976063, 0.12156487505128101)), ('yellow', (0.4116306267546329, 1.206140221003951)), ('red', (0.08643544066182345, 1.4765868007673026)), ('blue', (0.7888708572202974, 0.07161687096216944))), 'pot blue ball into bottom_left pocket with a bank shot')
((('cue', (0.28419060470317337, 0.9267714707494711)), ('red', (0.8178666966775959, 0.1233948048443981)), ('blue', (0.34795776947288504, 0.2182839399071165)), ('yellow', (0.758725415103661, 0.8231324791968085))), 'pot red ball into middle_left pocket with a bank shot')
((('cue', (0.4375335133374726, 0.08179207611372039)), ('red', (0.23079594048072088, 0.93715925213219)), ('blue', (0.5862620982044806, 1.4543254387696807)), ('yellow', (0.7244365420727787, 1.1666276453421318))), 'pot yellow ball into bottom_left pocket with a bank shot')
((('cue', (0.30625484656686586, 1.3773511123097202)), ('yellow', (0.6126400471139672, 1.1804206617601238)), ('blue', (0.41801796866086116, 0.5341607381627904)), ('red', (0.47336189054733036, 1.285591188171256))), 'pot red ball into top_right pocket with a bank shot')
((('cue', (0.4429436208374792, 0.10515193901740678)), ('blue', (0.644699903681333, 0.463310682469523)), ('yellow', (0.6564864513626938, 0.1687082538833616)), ('red', (0.525571602235311, 0.957198222367613))), 'pot blue ball into bottom_left pocket indirectly')
((('cue', (0.7036136696107888, 0.456540867856964)), ('yellow', (0.2908360912412472, 1.2572141089421847)), ('red', (0.06343995025018682, 1.741103655914489)), ('blue', (0.3462245150205886, 1.749406151276151))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.6933583123723304, 1.4509589206034579)), ('yellow', (0.7953914909494026, 0.5135784403191251)), ('blue', (0.4450112912076767, 1.810935230267419)), ('red', (0.1382681096039392, 1.0837797563014515))), 'pot yellow ball into bottom_right pocket with a bank shot')
((('cue', (0.33592401471746347, 0.2560272179794747)), ('red', (0.48215603065861656, 1.3242066237479115)), ('yellow', (0.6627722722370355, 0.8421303833690296)), ('blue', (0.85293677568699, 1.8256532547497006))), 'pot yellow ball into middle_left pocket indirectly')
((('cue', (0.5573525770916313, 1.765577086134137)), ('blue', (0.4925874393613594, 1.8358489714167505)), ('yellow', (0.8308169298904299, 0.8353307843047387)), ('red', (0.6820259432103266, 0.38434679209076894))), 'pot blue ball into bottom_right pocket with a bank shot')
((('cue', (0.34495169370107714, 0.5170368534887446)), ('yellow', (0.4205321372281149, 0.48843408023823887)), ('blue', (0.2648952033575084, 0.6904988040561063)), ('red', (0.38188617168087147, 1.187824373156391))), 'pot yellow ball into middle_left pocket with a bank shot')
((('cue', (0.7958070402780093, 1.7210998091698582)), ('blue', (0.1619201857327804, 0.3786147667398344)), ('red', (0.3429233060605221, 0.31327040658607797)), ('yellow', (0.8051360132322664, 1.6335672227690188))), 'pot blue ball into middle_right pocket with a bank shot')
((('cue', (0.8712688210768313, 1.0682758231061804)), ('red', (0.14205104021626425, 1.5797324157979806)), ('yellow', (0.7981520650257621, 0.7809642994150308)), ('blue', (0.6326563459214627, 1.925199873324814))), 'pot blue ball into bottom_right pocket indirectly')
((('cue', (0.40967843132653714, 0.6056481763829675)), ('blue', (0.7517540576784804, 0.07208661359009091)), ('red', (0.07476441960248069, 0.19297258963834696)), ('yellow', (0.8869722304100477, 0.7023945653306641))), 'pot blue ball into middle_left pocket with a bank shot')
((('cue', (0.6619835847869184, 0.26288328088953317)), ('red', (0.8512357027417249, 0.0959496927365832)), ('yellow', (0.7288464753641325, 0.10742122446553959)), ('blue', (0.058435114119100726, 0.15776416259976161))), 'pot yellow ball into top_right pocket indirectly')
((('cue', (0.5380906530134375, 0.3179592972626625)), ('blue', (0.6957898884415695, 1.1129637002429658)), ('yellow', (0.9012964561747163, 0.6717613972475102)), ('red', (0.3184049653088459, 0.31494133981791517))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.8846232438912596, 0.29024727522302823)), ('yellow', (0.5684108718360762, 0.18253069600435276)), ('blue', (0.39401823559935834, 0.9749938636307593)), ('red', (0.30448409653056707, 0.9934828897637199))), 'pot red ball into middle_right pocket with a bank shot')
((('cue', (0.39592556988662064, 1.547919706727527)), ('red', (0.38873263072615927, 0.85923768355598)), ('blue', (0.1256053691906207, 0.16847693582049028)), ('yellow', (0.6000652023116257, 1.1586316431873862))), 'pot blue ball into bottom_left pocket with a bank shot')
((('cue', (0.6228528700039774, 0.3926830072780555)), ('red', (0.3111297383419418, 0.8774944957513735)), ('blue', (0.7372376012053785, 0.9449893670005849)), ('yellow', (0.34115696899455716, 1.7138256307463915))), 'pot blue ball into top_left pocket with a bank shot')
((('cue', (0.5100504641801344, 1.8153528809777368)), ('red', (0.5806252158918827, 0.7325202646293207)), ('blue', (0.4336432660485311, 0.34589224879676717)), ('yellow', (0.8105818858427473, 1.637344561208343))), 'pot yellow ball into middle_right pocket directly')
((('cue', (0.5974356200761107, 0.7229326664734669)), ('blue', (0.21101046705456325, 1.8659927329511894)), ('red', (0.890444477381001, 0.49404127736137626)), ('yellow', (0.34958945255251994, 0.2734150925455154))), 'pot yellow ball into middle_right pocket with a bank shot')
((('cue', (0.2986969701791784, 1.9345984123867825)), ('blue', (0.21448559868293537, 0.29238925736345683)), ('yellow', (0.49902319425188024, 1.1848283508800985)), ('red', (0.7199984210350777, 0.10068264870486307))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.18566709959931282, 1.8943185786116938)), ('yellow', (0.42519167720954576, 1.63035997643963)), ('blue', (0.8335526650531078, 0.21955766543947558)), ('red', (0.4572020982346138, 1.138338651758438))), 'pot yellow ball into middle_right pocket directly')
((('cue', (0.5233831295073804, 1.0681049510494072)), ('blue', (0.5696505433664201, 1.756671469051091)), ('yellow', (0.8526366389781318, 0.4649629804220248)), ('red', (0.06828459830026735, 0.9088198853434964))), 'pot blue ball into bottom_right pocket indirectly')
((('cue', (0.39771427380329516, 1.7752092171249132)), ('blue', (0.5424108820616366, 1.7550362981284804)), ('red', (0.8993600753803717, 0.22875376237851694)), ('yellow', (0.10490473058128448, 1.5727136467337979))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.8290040718240973, 1.4882314225658426)), ('red', (0.30991069402385496, 0.5231625740394926)), ('blue', (0.8888250589459976, 0.9363815683862565)), ('yellow', (0.31808872974698665, 1.3185666108663336))), 'pot blue ball into middle_left pocket with a bank shot')
((('cue', (0.22989832582316705, 0.5912318856533465)), ('yellow', (0.3999272178267973, 1.6528087105116795)), ('red', (0.14425092332193146, 0.5928059551022092)), ('blue', (0.39881225996420266, 0.6364903285865052))), 'pot yellow ball into top_left pocket directly')
((('cue', (0.5833811645309951, 1.486138859534831)), ('yellow', (0.7643100854300318, 1.045531234100783)), ('blue', (0.13805288967963847, 0.6362780429468055)), ('red', (0.3240172635972788, 1.243780318001411))), 'pot blue ball into top_right pocket with a bank shot')
((('cue', (0.7897194033173721, 0.0754210221674566)), ('red', (0.8323930468524071, 1.2852643111495479)), ('blue', (0.06865933656511888, 1.3633658671652915)), ('yellow', (0.8736031456712392, 0.33023440300039775))), 'pot blue ball into top_left pocket indirectly')
((('cue', (0.792463366936265, 0.7662330726728733)), ('red', (0.38205361378664204, 1.8024402736595517)), ('blue', (0.6746286802355815, 0.38427299039251617)), ('yellow', (0.3332728535089837, 0.5152057595268734))), 'pot red ball into top_left pocket with a bank shot')
((('cue', (0.3245288681589681, 0.05384739858666393)), ('red', (0.044955696871235594, 1.1528945539036342)), ('yellow', (0.7724341510498414, 1.6123854685081909)), ('blue', (0.7573497711348696, 1.8258472599402904))), 'pot red ball into bottom_right pocket indirectly')
((('cue', (0.4024890714210718, 1.6794295736281977)), ('yellow', (0.11898664188798534, 0.4583474520434413)), ('blue', (0.41933695670439064, 1.4506593774993393)), ('red', (0.8713299208091724, 0.6068540781737625))), 'pot blue ball into middle_left pocket directly')
((('cue', (0.7559499587717485, 1.3704150606595034)), ('red', (0.5340254620732312, 0.8162267314171595)), ('blue', (0.3185468172668964, 0.6547800405347339)), ('yellow', (0.8854156485449437, 1.777318419549315))), 'pot yellow ball into bottom_right pocket indirectly')
((('cue', (0.21577649728990847, 0.7292954683308018)), ('red', (0.693929678103641, 1.3343331055667154)), ('blue', (0.8386660544673473, 1.1315531905991174)), ('yellow', (0.3271256343934401, 0.7111438211782903))), 'pot yellow ball into bottom_right pocket with a bank shot')
