(2045, ((('cue', (0.15629028943752063, 1.5133860269969597)), ('red', (0.7100226073337639, 1.4155459688536118)), ('blue', (0.48014680012785127, 0.7034229265211279)), ('yellow', (0.322401522946168, 1.2592854146315007))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(5436, ((('cue', (0.16073247123511974, 1.8734008764645798)), ('red', (0.22386751231750254, 0.4327901700219069)), ('yellow', (0.8250764625063142, 0.30438369535025256)), ('blue', (0.4031124980010552, 1.8225006685542893))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(9057, ((('cue', (0.9264573475238879, 0.16415695248183548)), ('yellow', (0.9448722595991838, 0.4921461803244622)), ('blue', (0.4368582643176191, 0.9714895045915548)), ('red', (0.534058692362293, 1.6336897085164401))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(10692, ((('cue', (0.44466445473172667, 0.473267338675891)), ('red', (0.048569056119415636, 0.4630607241574761)), ('yellow', (0.7408312995540739, 0.3922912697475561)), ('blue', (0.05858582909751742, 0.09104288321337539))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4491, ((('cue', (0.30399783614994524, 1.1354011749745812)), ('red', (0.11233052432909488, 0.17778640924329947)), ('blue', (0.6738361308852834, 0.7374897437421081)), ('yellow', (0.5941131561058121, 1.8602593159136165))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(10113, ((('cue', (0.5927701702465882, 0.9571949251344877)), ('blue', (0.7380509817386058, 1.1835693661044657)), ('yellow', (0.9320185874129047, 0.7285585194686226)), ('red', (0.3879607788875098, 0.37548689157819926))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 0 / 10 = 0.0
(3108, ((('cue', (0.2819098579299946, 1.7339507091697404)), ('blue', (0.49339054694298823, 1.809793477397544)), ('red', (0.9296997883021272, 1.167978114964476)), ('yellow', (0.7073600115431843, 0.2670643075702256))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(8028, ((('cue', (0.2737491720227083, 1.4531184590361406)), ('red', (0.8340657151956797, 1.7851806457156763)), ('yellow', (0.3063534242266459, 0.14961875052880602)), ('blue', (0.12345829593607673, 1.8027908803961614))), 'pot red ball into top_right pocket directly')), Success Rate: 10 / 10 = 1.0
(6523, ((('cue', (0.5978222371443075, 0.9458336002341082)), ('blue', (0.92699671052577, 0.5658543309106904)), ('yellow', (0.32366065956133006, 0.36122437427233367)), ('red', (0.7471566078086721, 0.8695556997716819))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(5913, ((('cue', (0.7055608491361253, 1.1896554176699716)), ('red', (0.7431150172843904, 0.23156758860377297)), ('blue', (0.71745318931991, 1.706360388759183)), ('yellow', (0.19048347912879546, 0.35085168693899105))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 1 / 10 = 0.1
(9322, ((('cue', (0.14751909047141679, 1.1150164002795424)), ('yellow', (0.3656388696009002, 0.6745167145568334)), ('blue', (0.6172693740472381, 0.22957819265321486)), ('red', (0.7658789044859209, 1.4154326786323312))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(10411, ((('cue', (0.43598043229162575, 0.2502777083709207)), ('red', (0.6050717702479448, 0.4214511911763513)), ('blue', (0.7916320404162919, 0.30877734465621787)), ('yellow', (0.7809344371058101, 1.2092637696408317))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6679, ((('cue', (0.14433446872242933, 1.701907233385922)), ('blue', (0.19154847397318114, 0.1814878244554394)), ('yellow', (0.43781414872449653, 0.35289815224204724)), ('red', (0.2545411720614773, 0.06219202205529535))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2865, ((('cue', (0.34520114200554897, 0.8953472294902797)), ('yellow', (0.878256966479318, 0.8076814170025792)), ('red', (0.33113580897853145, 1.8086224307135037)), ('blue', (0.5853819040483109, 0.6974344649293076))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(892, ((('cue', (0.400886563707207, 0.835866030226005)), ('blue', (0.8373862999283685, 0.9023679312878206)), ('red', (0.3409891413431516, 0.7881433972899337)), ('yellow', (0.7433879126281863, 0.6630591682320695))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(7650, ((('cue', (0.29882906417770594, 1.5780356182152395)), ('blue', (0.7583061940198659, 1.1193452507362138)), ('red', (0.5558331478718901, 0.5565513727028049)), ('yellow', (0.4849899326200027, 0.7984566711753565))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(5174, ((('cue', (0.7305688266071969, 1.890264932857662)), ('red', (0.681416392856243, 1.389241814900004)), ('blue', (0.6599503518116165, 1.0852662628626026)), ('yellow', (0.6996017181816333, 1.597331971770165))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(3955, ((('cue', (0.17358565651218683, 1.2995394501298656)), ('blue', (0.3140728571618263, 0.771039833355727)), ('yellow', (0.784089492186749, 0.7740519863186308)), ('red', (0.3238804013249478, 1.5644453865565606))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 2 / 10 = 0.2
(4371, ((('cue', (0.332774552002819, 0.500068226957744)), ('blue', (0.3468470227957562, 1.3783881576996306)), ('yellow', (0.43333642400151307, 0.27064077350660337)), ('red', (0.14380157865168142, 0.8360086783264875))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(4414, ((('cue', (0.8200984787509705, 1.2433349998408956)), ('yellow', (0.6927054713781919, 1.7769126947347953)), ('red', (0.6531204494189639, 0.7017361050498)), ('blue', (0.7011021122852534, 1.3115271051479673))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(7796, ((('cue', (0.3266651895784657, 1.1064244048157865)), ('blue', (0.287226824819826, 1.8565004879747364)), ('red', (0.4966557278602448, 0.8017067366488552)), ('yellow', (0.14286054131287768, 0.21347598643497426))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6685, ((('cue', (0.6978088581216062, 0.5325674094219893)), ('blue', (0.16795578837677072, 1.501991327175878)), ('red', (0.7971729280165294, 1.8862764889256693)), ('yellow', (0.5203904182490972, 1.3955670101692157))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(12010, ((('cue', (0.693605452151584, 1.4228521674951413)), ('red', (0.9327947250715279, 1.2120205625742633)), ('blue', (0.6777303226370593, 1.086819079336265)), ('yellow', (0.07712588327707345, 0.22572621541665686))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11615, ((('cue', (0.8100069835396321, 1.5124211661312075)), ('blue', (0.42286675989874023, 0.3438028047979502)), ('yellow', (0.21227841394666935, 1.4543738877019796)), ('red', (0.3701376927731489, 1.4922728259832647))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(5707, ((('cue', (0.46167206471210853, 0.7643681171737081)), ('blue', (0.18767186945592584, 1.4152299002733817)), ('red', (0.9368147520466515, 0.11851565294644094)), ('yellow', (0.12597984979384597, 0.31932854919249265))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(6994, ((('cue', (0.6991083287745534, 1.2293119240258685)), ('yellow', (0.4519876728326836, 1.3603161736278335)), ('blue', (0.7877444673418453, 1.06177580139706)), ('red', (0.2854701481340334, 1.6761340903691873))), 'pot red ball into top_right pocket indirectly')), Success Rate: 5 / 10 = 0.5
(9970, ((('cue', (0.5472859374234447, 1.7493022210630733)), ('red', (0.5000345764345807, 0.2634897774503259)), ('blue', (0.8851540302674297, 0.9559405505820425)), ('yellow', (0.2978094489962603, 1.904018955624774))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(2294, ((('cue', (0.7191197514418215, 1.319808773895503)), ('yellow', (0.29471820400253657, 1.4465274501293555)), ('red', (0.7419654575694161, 1.8410177092477917)), ('blue', (0.38183617422834815, 0.7792077711884703))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2434, ((('cue', (0.5271754636745816, 0.27713042876141813)), ('red', (0.15713310044576684, 1.4544253195485815)), ('blue', (0.4103042089719998, 1.8971963224843347)), ('yellow', (0.7394317222043469, 1.0785154204842466))), 'pot red ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(3522, ((('cue', (0.22471683471224219, 0.6337204194140927)), ('blue', (0.6422375278235865, 0.9128122241504837)), ('red', (0.7378691029635496, 0.2914917358572421)), ('yellow', (0.7211978312189143, 0.6426696577311619))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7939, ((('cue', (0.3971753659448526, 0.7652828580894898)), ('red', (0.2770918801320744, 1.0679881884710973)), ('yellow', (0.23213403471380128, 1.8558925169035165)), ('blue', (0.7471445507462436, 1.197754309260942))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(8018, ((('cue', (0.4506877059702534, 0.33064035356250754)), ('red', (0.328599521262689, 1.161257649168411)), ('yellow', (0.9465699165211231, 1.0696954160310506)), ('blue', (0.7763728643180369, 1.1042630927350963))), 'pot red ball into top_right pocket indirectly')), Success Rate: 5 / 10 = 0.5
(13025, ((('cue', (0.5968628853414638, 0.23270281261719672)), ('yellow', (0.47603849733830705, 0.5760158733314957)), ('red', (0.9431763673683766, 1.3749505865793772)), ('blue', (0.3380325740261325, 1.7800939799150475))), 'pot red ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(11344, ((('cue', (0.21462268384615074, 1.079907468806939)), ('red', (0.38776610990970806, 0.07381345326635631)), ('blue', (0.27233749836557414, 0.766030315243728)), ('yellow', (0.8542645394056928, 0.049861071568363266))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7830, ((('cue', (0.1541296182924643, 0.18002820862817998)), ('red', (0.7050342292164129, 1.343387804476623)), ('blue', (0.42329929112263465, 0.7455154022035565)), ('yellow', (0.7214024840506265, 0.3839641417294156))), 'pot blue ball into top_left pocket directly')), Success Rate: 6 / 10 = 0.6
(9413, ((('cue', (0.5359045085699039, 0.48834251168241893)), ('blue', (0.10496345432567307, 1.8370481352214476)), ('red', (0.1027585185993877, 0.8110462619304954)), ('yellow', (0.6474000192285427, 0.6206102310366532))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(4876, ((('cue', (0.531816468052639, 0.6028565765189411)), ('yellow', (0.7810796523395921, 1.3524089811374695)), ('red', (0.8164663589437183, 1.081374100404735)), ('blue', (0.5873964067967329, 0.3893646862025776))), 'pot yellow ball into top_right pocket directly')), Success Rate: 6 / 10 = 0.6
(2493, ((('cue', (0.19667461904873937, 1.721933472046527)), ('red', (0.2784542349351631, 0.965672229772486)), ('blue', (0.2810112312419587, 1.3942154881611972)), ('yellow', (0.8846339392576046, 0.36497987463169745))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(10768, ((('cue', (0.17586273224480012, 1.6195575458833085)), ('blue', (0.822923045950061, 1.7276464724337244)), ('yellow', (0.8167036936565011, 0.8349135296329068)), ('red', (0.3915226661916753, 1.6899677094559185))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(2822, ((('cue', (0.9209578483567639, 0.8811233752241943)), ('blue', (0.9301081507545501, 1.7534344864753466)), ('yellow', (0.1746858188854816, 0.1968749944841518)), ('red', (0.5840418919197684, 1.5598094793329043))), 'pot blue ball into top_right pocket directly')), Success Rate: 8 / 10 = 0.8
(1273, ((('cue', (0.5924785388727517, 0.46977389440911854)), ('yellow', (0.24685157179916442, 1.387527327286931)), ('blue', (0.9201472645616794, 1.5362979646882318)), ('red', (0.6132156795178352, 1.7030225207696041))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2676, ((('cue', (0.7766712341822236, 1.384084830463517)), ('blue', (0.6959932399274273, 0.4986773870198493)), ('red', (0.8631484474386619, 1.6689380504552402)), ('yellow', (0.8881115551795161, 1.5785407838688936))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11097, ((('cue', (0.651868483726536, 1.9046568021426404)), ('yellow', (0.6043482585300416, 1.2300790791515506)), ('blue', (0.773591085933547, 1.50720317709011)), ('red', (0.9353072885643536, 0.9682514117665667))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(8410, ((('cue', (0.8060527366945665, 0.30058017143511173)), ('red', (0.6241697420573732, 0.47479079513202926)), ('blue', (0.8331518111684383, 1.4577722379501303)), ('yellow', (0.15982015045678277, 1.9261186865985624))), 'pot red ball into middle_left pocket directly')), Success Rate: 10 / 10 = 1.0
(5481, ((('cue', (0.32976335761103215, 1.931663324519498)), ('blue', (0.6628522615492405, 1.555264732663663)), ('red', (0.44735872535712473, 1.3093902104262978)), ('yellow', (0.7329780014240062, 0.8231491354225656))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(9145, ((('cue', (0.41208653410536755, 0.2135512950320326)), ('blue', (0.5671442730853695, 1.4638808406970356)), ('yellow', (0.9260504954802121, 0.6889248162227365)), ('red', (0.6290886093838352, 1.455133830439454))), 'pot red ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(10047, ((('cue', (0.945868730469158, 0.34514982898980495)), ('yellow', (0.4469811357566722, 1.1028842584500054)), ('blue', (0.2415945058246901, 1.4430681770854832)), ('red', (0.8492087895674822, 1.4638092428732334))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(4376, ((('cue', (0.4973445423550126, 1.2444567237984685)), ('red', (0.38014647759562015, 1.0523876404825125)), ('blue', (0.1287871838988341, 1.4719191577628081)), ('yellow', (0.6593771929472002, 0.6404863386100007))), 'pot blue ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(1512, ((('cue', (0.04794518970927051, 0.26815290575730455)), ('blue', (0.1939472174651696, 0.3105764084461824)), ('yellow', (0.09473937745669524, 1.2888449294255906)), ('red', (0.39536778719905563, 0.7536958429502641))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(3282, ((('cue', (0.4177963119731215, 1.2700568138529382)), ('blue', (0.06517177507351687, 0.9131114044381536)), ('red', (0.9097453478018989, 0.7262210583347093)), ('yellow', (0.7756848981310905, 1.4939766856388985))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 6 / 10 = 0.6
(6378, ((('cue', (0.266354328779385, 0.6787810326631374)), ('red', (0.49166764688014597, 1.5102176453582743)), ('yellow', (0.7090683942017009, 0.5859753321157073)), ('blue', (0.39889265482829883, 0.10927544007248617))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4427, ((('cue', (0.2712725297798235, 0.05072104377845483)), ('blue', (0.5136119013781693, 0.8114004573308558)), ('yellow', (0.8843037843963665, 0.4996817374141985)), ('red', (0.8075021653124814, 1.0363892228953704))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(10515, ((('cue', (0.9404441320252448, 0.8511337414661717)), ('red', (0.3178145837173971, 1.1451867809959746)), ('yellow', (0.7781564334163813, 0.14694104609776965)), ('blue', (0.22423540987891774, 0.7911029616797918))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7403, ((('cue', (0.8636837805999071, 1.5674194678771)), ('yellow', (0.40474497234591655, 1.4753929135005432)), ('blue', (0.5732438413706296, 0.8597935433837596)), ('red', (0.24939149711220457, 0.046354887793613506))), 'pot blue ball into bottom_right pocket directly')), Success Rate: 7 / 10 = 0.7
(5268, ((('cue', (0.06050294171774871, 1.3261808907070851)), ('red', (0.5853998986886424, 0.265477910479331)), ('yellow', (0.5389085167108052, 0.718840367950511)), ('blue', (0.3314077156216084, 0.17736573765904695))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(10459, ((('cue', (0.8587123226102596, 0.7112938442797814)), ('blue', (0.04931642242136463, 0.3210999844727569)), ('yellow', (0.555599422283735, 0.8149639487907293)), ('red', (0.13172110199005788, 0.20377870831919842))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 9 / 10 = 0.9
(5818, ((('cue', (0.412795063199317, 0.6965366607995046)), ('blue', (0.08589903240262374, 0.3869561407304237)), ('yellow', (0.05172290941380892, 1.897567446076492)), ('red', (0.5546292719421302, 0.17545122896111953))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(633, ((('cue', (0.8169313778582921, 1.2763526672025642)), ('red', (0.7938657013308779, 1.0963013722012143)), ('yellow', (0.4507783182499743, 0.4355946484720805)), ('blue', (0.4197127702087978, 1.2275819074931902))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(6355, ((('cue', (0.6815027266140424, 1.6197991152653974)), ('red', (0.6058751813070794, 0.9729405797201778)), ('yellow', (0.2746606501380515, 0.8741552489101729)), ('blue', (0.629965284684597, 1.390536066920192))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(6911, ((('cue', (0.22765531328273042, 1.1571362088043595)), ('yellow', (0.09174762647205299, 1.5568554667984693)), ('blue', (0.7452088705947082, 1.1541750626464624)), ('red', (0.8212482049302725, 0.678638425906063))), 'pot blue ball into middle_right pocket directly')), Success Rate: 9 / 10 = 0.9
(5007, ((('cue', (0.3675074113609016, 0.7329074200542811)), ('yellow', (0.08309543481478787, 1.4879453320007516)), ('blue', (0.8425022859718673, 0.8927529823352743)), ('red', (0.5494129141709198, 0.45164894409756073))), 'pot blue ball into middle_left pocket indirectly')), Success Rate: 9 / 10 = 0.9
(8099, ((('cue', (0.6867009552153742, 1.7831710006511403)), ('yellow', (0.22461603026380966, 1.865978438802312)), ('blue', (0.3997861122729096, 0.8952802939431979)), ('red', (0.7877212681862436, 0.6031519730851105))), 'pot blue ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(3521, ((('cue', (0.4489541819791105, 1.2760951605139086)), ('yellow', (0.7074419830214144, 1.8913824989868384)), ('blue', (0.12802125046803958, 1.2765480704669656)), ('red', (0.4192923244394765, 1.023335928406415))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 4 / 10 = 0.4
(202, ((('cue', (0.7865446040557195, 0.8389911774064845)), ('blue', (0.19759032351485928, 1.5083383466297737)), ('red', (0.07486582776080133, 1.4582692187273738)), ('yellow', (0.8373395282330173, 0.5745651533341697))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(13009, ((('cue', (0.408085419341775, 1.183605837010011)), ('blue', (0.37726545425904623, 1.9268672335353234)), ('yellow', (0.2582283446219731, 0.9200457570039808)), ('red', (0.11509070592942858, 1.8357371162537952))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(9301, ((('cue', (0.930354719044561, 1.3118050662724847)), ('yellow', (0.6753369779630393, 1.7717519974798892)), ('red', (0.10906582233893419, 0.9337244199759647)), ('blue', (0.150761415647289, 1.2063398309083793))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 8 / 10 = 0.8
(4595, ((('cue', (0.8205830211494952, 0.6679647058002944)), ('yellow', (0.5999415373487756, 0.47157612574483665)), ('red', (0.6544073783103515, 1.0084814076643787)), ('blue', (0.6496354791088893, 0.6453284030318719))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(9677, ((('cue', (0.3423115798345078, 1.0874516172574624)), ('red', (0.7878389046141867, 0.9217574226995499)), ('blue', (0.8613244108349734, 0.6628718727813137)), ('yellow', (0.9262824746371985, 0.9694593838581379))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2966, ((('cue', (0.8458431308970893, 1.3206641049277543)), ('yellow', (0.9314164689319788, 0.2032032445149448)), ('red', (0.8683648509873416, 1.678681026403373)), ('blue', (0.6443881519684207, 0.8690174504120483))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 10 / 10 = 1.0
(440, ((('cue', (0.07629357384468055, 1.895221567910376)), ('blue', (0.4253561154013774, 0.7407197503289203)), ('yellow', (0.20317957828302488, 0.8830648894013456)), ('red', (0.9370726615974957, 1.804105100655204))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(95, ((('cue', (0.12016759783918185, 0.20329702009865597)), ('red', (0.6378813927660152, 0.9353586408033062)), ('blue', (0.3201089519993634, 0.08076143227589226)), ('yellow', (0.12895460077899815, 1.5193016849612684))), 'pot red ball into middle_right pocket directly')), Success Rate: 9 / 10 = 0.9
(4540, ((('cue', (0.25443385262996093, 0.07098563192233018)), ('blue', (0.4436232842367509, 0.6346314379598553)), ('red', (0.16768382409232538, 1.5912897878076977)), ('yellow', (0.08588756153681266, 1.115718231099323))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(10857, ((('cue', (0.7561430834607977, 0.670729355431955)), ('yellow', (0.09971568176410614, 0.7256771594771578)), ('blue', (0.8389916555185309, 0.2010789755505554)), ('red', (0.6184410261509894, 1.2532856112700943))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 5 / 10 = 0.5
(2063, ((('cue', (0.2952613381904018, 0.4340292614083051)), ('yellow', (0.4318436924705974, 0.9271845222777417)), ('blue', (0.8855660910546899, 1.9136603341319087)), ('red', (0.263858504850356, 1.3799140634069909))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11539, ((('cue', (0.16529056613586088, 1.4209168001875878)), ('yellow', (0.7498344403914871, 1.0053237461729811)), ('blue', (0.581186442190267, 0.17516250905778571)), ('red', (0.15195416227369818, 1.8662644730644453))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(12249, ((('cue', (0.4091776618319587, 1.8383808979757221)), ('yellow', (0.898781869408309, 1.6370463337186278)), ('blue', (0.4088778331340269, 1.7579976137141669)), ('red', (0.7175071829260458, 1.6030001321640024))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(6392, ((('cue', (0.8897020113238939, 0.6924239158186571)), ('red', (0.722234393487092, 0.08735695066752794)), ('yellow', (0.8718205289572925, 0.8804851502277837)), ('blue', (0.08986042578900008, 1.8221398519422893))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2043, ((('cue', (0.43799866600219817, 1.6404958325977572)), ('yellow', (0.6899469403720471, 1.4927849261812536)), ('blue', (0.21958143386698584, 0.8653884821147179)), ('red', (0.07658992952191582, 1.3807823603428349))), 'pot yellow ball into top_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(3041, ((('cue', (0.30688236336163544, 1.6518791329450202)), ('red', (0.6019326070361362, 0.44740356887088506)), ('blue', (0.20127521807751747, 1.9210429317319342)), ('yellow', (0.9279827241715232, 0.4085200450609414))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(9955, ((('cue', (0.928551152940688, 0.11780655077768645)), ('red', (0.15630474851466353, 0.2833823832499077)), ('blue', (0.47714113989633045, 1.6891645000846371)), ('yellow', (0.20894328345824362, 1.801549637319765))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(6546, ((('cue', (0.29099165771996055, 1.0842591357504272)), ('yellow', (0.842327955933352, 0.17050119834827387)), ('red', (0.8312962505969941, 0.5700805409371539)), ('blue', (0.3559459784796354, 1.8157914357634222))), 'pot yellow ball into top_left pocket indirectly')), Success Rate: 0 / 10 = 0.0
(8759, ((('cue', (0.58071487963957, 1.0042267043468307)), ('yellow', (0.13466400057955596, 0.7804035226735532)), ('red', (0.2945581458941572, 1.3254372391607556)), ('blue', (0.9339917294473297, 1.504331271699227))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(6880, ((('cue', (0.8644891895507407, 1.0805142808500225)), ('blue', (0.5746994192457228, 1.3690316903033244)), ('yellow', (0.46733857296634684, 1.1988258446112396)), ('red', (0.9079032241668582, 0.6341693965938913))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 9 / 10 = 0.9
(237, ((('cue', (0.12227671884104153, 0.6732197897668565)), ('blue', (0.43823384868894477, 1.3926427673651163)), ('yellow', (0.17330798078178417, 1.3931588036560305)), ('red', (0.5985107268018116, 1.8153060037475082))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(12154, ((('cue', (0.06800134293352258, 0.9495799529941624)), ('yellow', (0.3506683603241909, 0.4714889486572802)), ('red', (0.685308594620745, 0.4871769364821158)), ('blue', (0.5926975219687809, 1.5300177687576437))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 3 / 10 = 0.3
(11918, ((('cue', (0.6917880450668279, 1.3834132690887795)), ('red', (0.09176231918907994, 0.5427870367580258)), ('yellow', (0.07980058550507746, 0.6950943594493951)), ('blue', (0.04957533847300406, 0.21653026628820177))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1930, ((('cue', (0.7677821814595976, 1.631268601303604)), ('red', (0.4847331114787766, 1.9168488620612132)), ('yellow', (0.08291718942467553, 0.1684278245904399)), ('blue', (0.7722561774245945, 0.706226729972921))), 'pot red ball into top_left pocket indirectly')), Success Rate: 6 / 10 = 0.6
(7700, ((('cue', (0.16529056613586088, 1.4209168001875878)), ('yellow', (0.7498344403914871, 1.0053237461729811)), ('blue', (0.581186442190267, 0.17516250905778571)), ('red', (0.15195416227369818, 1.8662644730644453))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(9393, ((('cue', (0.18575141678897286, 0.07611737791171327)), ('yellow', (0.06269087601535794, 0.9162650797196153)), ('red', (0.6674806759906403, 0.4347371979533553)), ('blue', (0.8852191824078594, 0.5984067759618884))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(1669, ((('cue', (0.17487249614153047, 1.6131343021056894)), ('blue', (0.39003530519730956, 0.9043641243029744)), ('yellow', (0.810894138222576, 0.8774794792478166)), ('red', (0.7640067624631851, 1.683776451269436))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(9780, ((('cue', (0.536754302849493, 0.07963879637560323)), ('yellow', (0.801828371087198, 1.0500152523893118)), ('red', (0.5266286057822164, 1.228851212679795)), ('blue', (0.18873507700847944, 0.3681281088119198))), 'pot blue ball into middle_right pocket indirectly')), Success Rate: 9 / 10 = 0.9
(12923, ((('cue', (0.06219198649559128, 0.21794806617673193)), ('red', (0.487590179079045, 1.7528875057612332)), ('blue', (0.6645072758362586, 1.9088786785294776)), ('yellow', (0.8390181300657074, 1.8392317092229618))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 3 / 10 = 0.3
(9403, ((('cue', (0.26172198483532527, 0.6505646980365803)), ('yellow', (0.7185201304382534, 1.5293283623463494)), ('blue', (0.1294358708554223, 0.331952542537156)), ('red', (0.15013491344614532, 0.21856784137490193))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
