(12517, ((('cue', (0.42341723804622844, 1.6467973038347226)), ('blue', (0.5945423787537737, 1.2873853619345628)), ('yellow', (0.7444210487653565, 0.48212063936219884)), ('red', (0.09132448343103261, 0.7484127350981361))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(570, ((('cue', (0.30986603747718333, 0.5863911389508432)), ('yellow', (0.9417809571072552, 1.0272495257088554)), ('blue', (0.10141347478989465, 1.5596647667152055)), ('red', (0.4684765307038612, 1.8753852329695109))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: False
(809, ((('cue', (0.8099169658381524, 1.3743849811107547)), ('red', (0.17839770352765816, 1.171850766509527)), ('yellow', (0.13540919038740118, 0.28453961713385323)), ('blue', (0.9104172944316049, 1.4001124082102003))), 'pot red ball into bottom_left pocket indirectly')), Success: True
(2558, ((('cue', (0.8940124976228706, 0.6236121663392721)), ('red', (0.6068631463012882, 0.45660891278037563)), ('blue', (0.19645684820600384, 0.15932148839689309)), ('yellow', (0.11200897391930965, 1.264673911700005))), 'pot red ball into top_left pocket indirectly')), Success: True
(5865, ((('cue', (0.9318536205234857, 1.4780743696635366)), ('red', (0.8690872667840477, 1.0732159483791437)), ('yellow', (0.4955885129639559, 1.0753168814334217)), ('blue', (0.6268752351438852, 1.3717179850287484))), 'pot red ball into middle_left pocket with a bank shot')), Success: True
(8231, ((('cue', (0.2744527193924514, 1.4440854415304956)), ('blue', (0.5736606061986284, 1.582725737928412)), ('red', (0.5007102398667507, 1.6880182163075244)), ('yellow', (0.8253618294249103, 1.5018558257520689))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: True
(1200, ((('cue', (0.5310340573011261, 0.20884764610403397)), ('blue', (0.8153365963574749, 1.7086064423456226)), ('yellow', (0.890448632895589, 1.1389399653505996)), ('red', (0.2811725855039085, 0.5089522058992663))), 'pot blue ball into middle_left pocket with a bank shot')), Success: False
(183, ((('cue', (0.3914932160397335, 0.8847422767020647)), ('blue', (0.6706719303616105, 0.9904488244410463)), ('yellow', (0.06311405157799459, 0.853505821270506)), ('red', (0.6074252580969309, 1.5163674471420177))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
(1551, ((('cue', (0.17997536658441793, 0.7594177415586686)), ('red', (0.933506320284259, 0.6374788725030964)), ('blue', (0.5127110231473916, 0.6088939950034981)), ('yellow', (0.049804770019971016, 0.5495991288376252))), 'pot blue ball into top_left pocket with a bank shot')), Success: True
(8409, ((('cue', (0.6173733373582498, 1.880727846422102)), ('yellow', (0.6628133505061022, 1.295662485368593)), ('red', (0.794729958154866, 0.49348251939659893)), ('blue', (0.909998718320594, 0.5831942127334119))), 'pot yellow ball into middle_left pocket directly')), Success: True
(10571, ((('cue', (0.30029269934745406, 0.1988475990443951)), ('yellow', (0.7576491186313884, 1.4746817867937547)), ('blue', (0.3922572210685329, 1.6749563118821953)), ('red', (0.7589069630780438, 0.09997666701293541))), 'pot yellow ball into top_right pocket with a bank shot')), Success: True
(10086, ((('cue', (0.09770711285829059, 1.5705956026909709)), ('blue', (0.24494258365268853, 0.1244786962996456)), ('yellow', (0.42494073470239613, 1.2555023887938817)), ('red', (0.43380330762840835, 0.05276021343671869))), 'pot yellow ball into bottom_right pocket directly')), Success: True
(7253, ((('cue', (0.25556594824249546, 1.8627043863809032)), ('yellow', (0.26951788297108714, 0.908266058835878)), ('blue', (0.7083276229751391, 1.8619517553290665)), ('red', (0.2683750944117108, 1.5278257743816437))), 'pot red ball into middle_right pocket with a bank shot')), Success: True
(1137, ((('cue', (0.6519334681023093, 1.4269452594297352)), ('blue', (0.5927837010715259, 1.4604859679420337)), ('red', (0.15681081000485284, 1.6593445484341163)), ('yellow', (0.08908069253044432, 1.4485933455476308))), 'pot red ball into bottom_right pocket indirectly')), Success: False
(8077, ((('cue', (0.07577062926853702, 0.3909320614463365)), ('red', (0.5321066620886367, 1.8227443288530638)), ('blue', (0.4405956150316759, 0.45280297922761614)), ('yellow', (0.44831296429556655, 0.35369754261139075))), 'pot yellow ball into middle_right pocket with a bank shot')), Success: True
(3578, ((('cue', (0.4474012793623584, 0.5798431453375259)), ('yellow', (0.8114373365632559, 0.9143106855445962)), ('red', (0.7146586137362034, 1.8572269569331004)), ('blue', (0.7280534172251728, 1.173875992166907))), 'pot blue ball into bottom_right pocket indirectly')), Success: True
(9626, ((('cue', (0.9165333356888595, 0.23549877958680945)), ('blue', (0.5526920568061783, 1.5098108944055262)), ('red', (0.35080202308120956, 0.2941210968968636)), ('yellow', (0.3037882731901945, 1.4803768642473216))), 'pot yellow ball into bottom_right pocket indirectly')), Success: False
(3815, ((('cue', (0.2068205227355142, 0.32007902825573875)), ('yellow', (0.5358606611222526, 0.7234747106780595)), ('blue', (0.34293974152001705, 1.099111727623981)), ('red', (0.1257825446618625, 1.5667466953028537))), 'pot yellow ball into middle_left pocket indirectly')), Success: True
(6109, ((('cue', (0.8554491205313707, 1.884183645586163)), ('red', (0.6750493691034831, 1.337256452012453)), ('yellow', (0.2697921067082739, 0.8282850846986455)), ('blue', (0.563721259134297, 0.4541242529924838))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: False
(10941, ((('cue', (0.4806594779161577, 1.2699813937880229)), ('blue', (0.06817609466261794, 0.31111590865661254)), ('red', (0.2760626316528327, 1.4720046230184156)), ('yellow', (0.2375355362207696, 0.9389765091778501))), 'pot yellow ball into top_left pocket with a bank shot')), Success: True
(4131, ((('cue', (0.08467499418972824, 1.7969730835197304)), ('yellow', (0.43894974218293004, 1.5589443453792002)), ('blue', (0.7949140425951491, 1.0341358350298355)), ('red', (0.690153833513261, 0.49087795761444963))), 'pot blue ball into middle_left pocket with a bank shot')), Success: False
(2262, ((('cue', (0.05285611173809084, 1.9046146656330167)), ('blue', (0.3834760040673445, 0.4552132054645306)), ('yellow', (0.27101104349484506, 0.650759917406288)), ('red', (0.10172390328395763, 1.315560124329212))), 'pot red ball into top_left pocket with a bank shot')), Success: False
(4347, ((('cue', (0.30391757239139705, 1.7529058848409624)), ('red', (0.6541401465127117, 1.229843834481025)), ('blue', (0.47385037724733314, 0.7898412242893882)), ('yellow', (0.8634409240738262, 0.885173190024051))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(6842, ((('cue', (0.0726104396458715, 0.4455069807255515)), ('yellow', (0.6257165247431388, 0.25821718576549424)), ('red', (0.6885186151794912, 0.06632145658801)), ('blue', (0.29606835095645667, 0.4600039712375922))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(6441, ((('cue', (0.3976753511152633, 0.22807951863535597)), ('yellow', (0.351196152381672, 0.7033799929440189)), ('blue', (0.16868716265061415, 0.27950634601215857)), ('red', (0.06594464472482409, 1.9351456531283593))), 'pot blue ball into middle_right pocket indirectly')), Success: True
(3271, ((('cue', (0.35738267692745596, 0.08644092768565803)), ('yellow', (0.2852092480089048, 0.7953267466137898)), ('blue', (0.5549243857897456, 1.156213502843201)), ('red', (0.8269707104657332, 0.8953092667998014))), 'pot red ball into middle_right pocket with a bank shot')), Success: True
(9991, ((('cue', (0.0692284013562782, 1.5625410861611004)), ('yellow', (0.549529867104457, 0.5346302752172644)), ('red', (0.9070058271945152, 1.3241570358377213)), ('blue', (0.5815779503564966, 0.1706099260543889))), 'pot yellow ball into top_right pocket indirectly')), Success: False
(1088, ((('cue', (0.5878570526481709, 1.158047702672303)), ('red', (0.6959842859214335, 0.18590480873393425)), ('blue', (0.4602739596244464, 1.575293774248144)), ('yellow', (0.3167159817600086, 1.0095327560974758))), 'pot red ball into top_left pocket with a bank shot')), Success: False
(4086, ((('cue', (0.4338914555906066, 0.9980871452241636)), ('yellow', (0.226186212931526, 0.8600814878578752)), ('red', (0.04473235549338757, 0.3594213810502759)), ('blue', (0.8028838991440519, 1.060156709906545))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: True
(13028, ((('cue', (0.6687948929247264, 1.3247365354429304)), ('yellow', (0.7091271485267246, 1.1892416794824912)), ('blue', (0.8666704270676654, 1.3952095230573962)), ('red', (0.5096791917515578, 1.8734699417742264))), 'pot yellow ball into bottom_left pocket directly')), Success: True
(11661, ((('cue', (0.6173999455598966, 1.8847646074454316)), ('yellow', (0.11819717401466925, 0.7411095138273328)), ('red', (0.37265115218846, 0.9356146508997867)), ('blue', (0.6886787070310253, 1.6677752788785878))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: False
(1767, ((('cue', (0.7359755977689078, 0.8610987757854842)), ('yellow', (0.3463611317576535, 0.5923331098588469)), ('blue', (0.8599004690471274, 0.7049619803445977)), ('red', (0.6276355381630442, 0.2055341840356492))), 'pot yellow ball into bottom_right pocket indirectly')), Success: False
(5562, ((('cue', (0.5303802366781212, 0.8850884228324907)), ('red', (0.8505916896488424, 1.5933274810131612)), ('blue', (0.6406908607625663, 0.5241279872022182)), ('yellow', (0.6410487746470227, 1.3281827929790375))), 'pot blue ball into bottom_left pocket indirectly')), Success: True
(11154, ((('cue', (0.41194641089847883, 0.9476327795383361)), ('yellow', (0.08193452269746035, 0.2141677633132045)), ('red', (0.6484527553223212, 0.13115172182261703)), ('blue', (0.05900267667475376, 1.6521994917517877))), 'pot blue ball into top_left pocket directly')), Success: True
(9904, ((('cue', (0.1654444170515768, 0.639362769556887)), ('blue', (0.28300679094321124, 1.6582302705629015)), ('yellow', (0.280243795484969, 0.4860974056435513)), ('red', (0.2427070022974638, 0.3030649551940173))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: False
(5196, ((('cue', (0.6762387716452508, 1.2846353552338516)), ('red', (0.5347382542611138, 1.4418610167873087)), ('blue', (0.5675631686389517, 1.9192633173739078)), ('yellow', (0.5316850226056439, 0.10442503953228965))), 'pot red ball into bottom_right pocket with a bank shot')), Success: False
(12900, ((('cue', (0.7168673049160857, 0.11438629043304752)), ('blue', (0.7149649182314689, 0.866266782487196)), ('red', (0.5225618965916679, 1.1355901377020112)), ('yellow', (0.6333585637748197, 1.3865552137638855))), 'pot yellow ball into bottom_left pocket indirectly')), Success: False
(12419, ((('cue', (0.5981328335237959, 0.5209519539179548)), ('blue', (0.8884045840137227, 1.8930141612398195)), ('red', (0.4552401650930852, 0.322411932090479)), ('yellow', (0.6220500253333625, 0.18428496330509442))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: False
(5516, ((('cue', (0.7700846132532033, 0.3991270820187678)), ('blue', (0.4692770711749492, 0.9363189602883649)), ('red', (0.7808882384926927, 0.05627728323736108)), ('yellow', (0.10852357691821891, 0.29257239928719325))), 'pot red ball into bottom_right pocket indirectly')), Success: False
(9222, ((('cue', (0.6414589305281551, 1.8234113667544107)), ('yellow', (0.1518367280247787, 0.5774164453092927)), ('red', (0.32129210907582373, 1.1357325778913583)), ('blue', (0.6512015688661238, 0.8757076930349669))), 'pot red ball into bottom_left pocket with a bank shot')), Success: False
(6485, ((('cue', (0.15394181066899307, 0.5307907829930316)), ('red', (0.29404468109919635, 1.844636156661916)), ('blue', (0.34933327939395564, 1.8628875507097888)), ('yellow', (0.177727097803583, 0.6938111869318143))), 'pot red ball into top_right pocket with a bank shot')), Success: False
(3250, ((('cue', (0.6604133896813691, 1.0001323528859607)), ('yellow', (0.12369814798863302, 0.885658338756406)), ('red', (0.2827507378089462, 1.214780153948862)), ('blue', (0.47975414408064454, 1.4134840185774074))), 'pot yellow ball into top_left pocket with a bank shot')), Success: True
(662, ((('cue', (0.7616608142869357, 1.5254624908012004)), ('yellow', (0.6940294666780539, 1.059613590954621)), ('red', (0.09486563251070071, 0.4013752993194116)), ('blue', (0.09782093269203956, 1.7788477908940483))), 'pot red ball into bottom_right pocket with a bank shot')), Success: True
(1062, ((('cue', (0.4619023665166674, 0.2616549914063292)), ('red', (0.3615193438792287, 0.5117898079346821)), ('yellow', (0.5394826678723444, 1.5100619946394833)), ('blue', (0.5096917468355968, 1.2167013423749755))), 'pot red ball into bottom_left pocket indirectly')), Success: True
(12693, ((('cue', (0.7137790134416038, 0.5199705288746157)), ('yellow', (0.48316093633236346, 0.8720401734864934)), ('blue', (0.3564639551227825, 1.4383398469652229)), ('red', (0.7080563754766094, 1.5881453171022033))), 'pot yellow ball into middle_left pocket with a bank shot')), Success: True
(10725, ((('cue', (0.32140581254295586, 0.8770113182428436)), ('red', (0.28295906091437956, 0.6725133600227111)), ('blue', (0.5609708146720948, 1.5415769157544938)), ('yellow', (0.30079324993396794, 1.659657203461977))), 'pot blue ball into bottom_left pocket indirectly')), Success: True
(9358, ((('cue', (0.7641799222516927, 0.31433591403505456)), ('red', (0.6850389009668411, 0.7542239631755916)), ('blue', (0.04378315683307417, 1.342767937359776)), ('yellow', (0.4004207532308933, 1.7244730134924662))), 'pot blue ball into top_left pocket directly')), Success: True
(2511, ((('cue', (0.5837517433455749, 0.17936469382535167)), ('yellow', (0.32385425349232166, 0.27012992900680177)), ('blue', (0.5293320061093347, 1.3013143161385157)), ('red', (0.5295623344907838, 0.1253351323351009))), 'pot blue ball into top_right pocket indirectly')), Success: True
(1133, ((('cue', (0.8829704912294645, 1.2878410316681057)), ('blue', (0.06619198215046232, 1.4242895380209533)), ('red', (0.9165390467391404, 0.2530044764251409)), ('yellow', (0.5253733594587758, 0.34725879885188826))), 'pot blue ball into top_left pocket with a bank shot')), Success: True
(8973, ((('cue', (0.5446500057909033, 0.6098087279377918)), ('red', (0.41924149896560436, 1.7382517302958764)), ('blue', (0.8426807245967705, 1.5243396361424124)), ('yellow', (0.044642416961793774, 1.8966399499170241))), 'pot blue ball into top_right pocket with a bank shot')), Success: True
(11699, ((('cue', (0.22857180970251156, 0.09746454880446741)), ('yellow', (0.3297205084675283, 0.9343426513274478)), ('blue', (0.17793222684225707, 1.934364056528114)), ('red', (0.5793901827476146, 1.4411748909378983))), 'pot red ball into top_right pocket indirectly')), Success: True
(10843, ((('cue', (0.36635935002237574, 0.24748896932048614)), ('red', (0.236674832697189, 1.289562162264397)), ('blue', (0.5225492707383078, 1.8305066813878852)), ('yellow', (0.6637266274931493, 0.3440321142863846))), 'pot yellow ball into bottom_left pocket indirectly')), Success: True
(1628, ((('cue', (0.08027972902825514, 1.5948598707052903)), ('blue', (0.8040204550678692, 1.662832045220986)), ('red', (0.28417284239625273, 0.7638268417263926)), ('yellow', (0.45560539517255694, 0.2002938422654625))), 'pot red ball into top_left pocket indirectly')), Success: True
(7698, ((('cue', (0.8903061741268561, 0.26649012953232143)), ('yellow', (0.19241911891824448, 0.6292006734510953)), ('blue', (0.10569894202935096, 0.25396397788365793)), ('red', (0.6436686290045227, 0.587614134430937))), 'pot blue ball into top_right pocket with a bank shot')), Success: False
(3510, ((('cue', (0.7737971235757914, 0.2976839577251207)), ('blue', (0.5126002479358626, 0.7321375928976361)), ('yellow', (0.3359191096254146, 0.5676956026143767)), ('red', (0.5927404965694818, 0.4311092293904396))), 'pot yellow ball into top_left pocket indirectly')), Success: False
(5114, ((('cue', (0.0740592776355125, 0.842797792526863)), ('yellow', (0.15772595054516508, 0.4392557585276705)), ('blue', (0.8618641765605556, 0.44628248563065576)), ('red', (0.266059119845217, 1.2216862131374244))), 'pot red ball into top_left pocket with a bank shot')), Success: True
(9793, ((('cue', (0.6511783245884203, 1.651955562859529)), ('yellow', (0.5371937432157646, 1.6492805610172507)), ('blue', (0.08117354149769324, 1.9194773797234324)), ('red', (0.8166671577259313, 0.7679362623826195))), 'pot yellow ball into top_left pocket indirectly')), Success: False
(2463, ((('cue', (0.4820379967466579, 1.6033771396485252)), ('blue', (0.5273622912764034, 0.45274276081205944)), ('yellow', (0.2741473046968641, 0.37555926902163717)), ('red', (0.7888010078047717, 0.5102535295074023))), 'pot yellow ball into bottom_left pocket directly')), Success: True
(8766, ((('cue', (0.39179012235128585, 1.7285296916545663)), ('blue', (0.287740383601512, 1.5083551886121198)), ('yellow', (0.11433733952380619, 1.3809855977997703)), ('red', (0.1955314494266904, 0.6104517769427895))), 'pot red ball into top_left pocket with a bank shot')), Success: False
(11162, ((('cue', (0.5497875157938175, 0.9824029857082103)), ('blue', (0.7957378966793432, 0.15651683103345868)), ('yellow', (0.3940277557386854, 1.1550149926767999)), ('red', (0.3232166442908456, 0.3844125103696596))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: True
(12917, ((('cue', (0.1371377814110549, 1.633594993100341)), ('blue', (0.11920573191385522, 1.4162409801819194)), ('yellow', (0.5648653132115006, 1.514520547110954)), ('red', (0.6938388125067273, 0.0482790239380588))), 'pot yellow ball into top_left pocket indirectly')), Success: True
(12647, ((('cue', (0.791853560967482, 0.9371660900276915)), ('yellow', (0.39333001528525924, 0.4341753215202222)), ('blue', (0.8261545653515387, 1.335576199181927)), ('red', (0.2808860540260528, 0.9167482588920706))), 'pot blue ball into middle_right pocket with a bank shot')), Success: False
(4567, ((('cue', (0.38156030872899627, 1.87510655129284)), ('yellow', (0.483283236896745, 0.44115605601005814)), ('red', (0.8689852121707183, 1.2415541283519251)), ('blue', (0.16129271805176537, 0.5370964230684123))), 'pot red ball into middle_left pocket with a bank shot')), Success: True
(11024, ((('cue', (0.26469537911952, 0.841754917035122)), ('yellow', (0.09265074113520536, 0.9827401216638697)), ('red', (0.10679547623310044, 0.8563996267702801)), ('blue', (0.5355786195559421, 1.8254870241369632))), 'pot red ball into bottom_right pocket indirectly')), Success: True
(11071, ((('cue', (0.16647713067978254, 0.28622164809541517)), ('blue', (0.5150702859556414, 1.5005472180557524)), ('yellow', (0.3043956260843459, 1.8642885956006356)), ('red', (0.32940514042549673, 0.8762383998670753))), 'pot blue ball into top_right pocket indirectly')), Success: False
(6651, ((('cue', (0.0963627072054564, 1.7100132379164126)), ('blue', (0.6607515066462663, 0.4925988316958513)), ('yellow', (0.5309747307516819, 1.5892714313959928)), ('red', (0.851178503962403, 1.003791731122503))), 'pot red ball into top_right pocket with a bank shot')), Success: True
(2735, ((('cue', (0.7436676904712468, 0.781750503426223)), ('blue', (0.525970661622785, 1.1392109544357696)), ('yellow', (0.27644545677389376, 0.4119545407514673)), ('red', (0.6049343914860443, 0.4048025756208369))), 'pot red ball into bottom_right pocket with a bank shot')), Success: True
(3389, ((('cue', (0.838171657029271, 1.9328766972278892)), ('blue', (0.05406647955816922, 1.6700522236663098)), ('yellow', (0.5056326065650008, 1.176264386503761)), ('red', (0.18157914022010402, 1.4970826216725197))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: False
(12883, ((('cue', (0.7463729575712479, 1.3597276705043502)), ('red', (0.9093778032744524, 1.9261694896627473)), ('yellow', (0.8026343012866396, 1.472279026248644)), ('blue', (0.6149378730877982, 1.1481656174813557))), 'pot yellow ball into top_right pocket indirectly')), Success: False
(13008, ((('cue', (0.19719337481970978, 0.2601674797981217)), ('red', (0.30701134619031023, 0.347386947398982)), ('yellow', (0.2625054817339651, 1.498232483554748)), ('blue', (0.7412358018011765, 1.100207119401109))), 'pot blue ball into middle_right pocket with a bank shot')), Success: True
(1636, ((('cue', (0.19950742054697357, 1.001675814678753)), ('red', (0.8831493722145192, 0.5564202745024167)), ('yellow', (0.21518826582677514, 0.5994982342901441)), ('blue', (0.802259379565998, 1.8925237274973463))), 'pot yellow ball into top_right pocket with a bank shot')), Success: False
(2928, ((('cue', (0.5903450673170731, 1.6095949219941847)), ('blue', (0.3860129622441494, 0.2610718451940603)), ('yellow', (0.6063536229124459, 1.141601300195506)), ('red', (0.155551027101692, 0.7479783715003646))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: True
(6264, ((('cue', (0.8930043349340259, 0.18444797290826462)), ('red', (0.18131556799273466, 0.1410603853777881)), ('blue', (0.36369578938190894, 0.4785569857050529)), ('yellow', (0.3271146425739142, 1.3326020922075488))), 'pot red ball into middle_left pocket with a bank shot')), Success: False
(3852, ((('cue', (0.40539660524635335, 1.4747817762111903)), ('blue', (0.3375670186877284, 0.3903655405401698)), ('red', (0.28798662309973094, 0.8085147748440286)), ('yellow', (0.4708773174745585, 1.071099712133243))), 'pot yellow ball into top_right pocket indirectly')), Success: True
(12706, ((('cue', (0.6059454962235455, 0.19675672021976884)), ('yellow', (0.44352368470312775, 0.666879982289643)), ('blue', (0.08860733981686592, 1.0467004223893341)), ('red', (0.1731284572951577, 1.3458942236588038))), 'pot red ball into bottom_right pocket with a bank shot')), Success: True
(1331, ((('cue', (0.33483309760427216, 0.20826613243733258)), ('yellow', (0.5391857734017541, 0.1351177764043614)), ('red', (0.5033036514179787, 0.07736793142452492)), ('blue', (0.783502723800966, 0.8505999829569499))), 'pot red ball into middle_right pocket with a bank shot')), Success: False
(6508, ((('cue', (0.40502025238566974, 0.05676684952953469)), ('blue', (0.2699234948830159, 1.5639492512663686)), ('yellow', (0.5355302519022306, 1.2981390452498822)), ('red', (0.47283694343600713, 0.8828085734143244))), 'pot blue ball into top_right pocket with a bank shot')), Success: True
(11648, ((('cue', (0.7737487363513222, 1.9127126160652765)), ('blue', (0.9076001656715338, 0.8431127482530565)), ('red', (0.1675046107919348, 1.890545597491926)), ('yellow', (0.8563627991468377, 1.193372824299406))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success: False
(11323, ((('cue', (0.9084849593947133, 0.9695394036198053)), ('blue', (0.8708667178076412, 1.457254657844704)), ('yellow', (0.9470817950230559, 0.12884318926019972)), ('red', (0.6665737961919764, 0.8185167128976901))), 'pot red ball into middle_left pocket with a bank shot')), Success: True
(1624, ((('cue', (0.04508295000154631, 1.2100122524933872)), ('yellow', (0.7153670977515859, 0.30536209665364267)), ('red', (0.869901942988318, 1.2033533851154896)), ('blue', (0.7899028967154361, 0.3505344089338822))), 'pot blue ball into top_left pocket with a bank shot')), Success: True
(3956, ((('cue', (0.8809803219666053, 1.4498352386403974)), ('red', (0.11080105489660202, 1.321759350186073)), ('blue', (0.5914352955501271, 1.5435367991113682)), ('yellow', (0.6901078322121087, 1.476246856861804))), 'pot yellow ball into top_left pocket indirectly')), Success: False
(11870, ((('cue', (0.6612816080157051, 0.93764022732825)), ('blue', (0.31756775687935357, 0.8360779109449701)), ('red', (0.9286028964516998, 0.2635122057368652)), ('yellow', (0.7413018518780472, 0.373321189584483))), 'pot yellow ball into top_left pocket indirectly')), Success: True
(9393, ((('cue', (0.18575141678897286, 0.07611737791171327)), ('yellow', (0.06269087601535794, 0.9162650797196153)), ('red', (0.6674806759906403, 0.4347371979533553)), ('blue', (0.8852191824078594, 0.5984067759618884))), 'pot red ball into bottom_right pocket with a bank shot')), Success: True
(9355, ((('cue', (0.28381684777577443, 0.4407425972516208)), ('blue', (0.7635401012774372, 1.1796752498238208)), ('yellow', (0.06463020564822158, 0.559787886464866)), ('red', (0.8331282241855575, 0.06031780709743916))), 'pot red ball into top_left pocket indirectly')), Success: False
(9110, ((('cue', (0.6364279215778533, 0.10495314550362353)), ('yellow', (0.40190239848647646, 0.8299665142836791)), ('blue', (0.8658531445748201, 0.4472366383145826)), ('red', (0.09464267691812785, 1.3727016053674899))), 'pot red ball into bottom_right pocket indirectly')), Success: False
(3633, ((('cue', (0.5314541968243487, 1.0761547497097828)), ('yellow', (0.9135738440959219, 1.9126477310749663)), ('red', (0.5983202159768587, 1.8429392197103167)), ('blue', (0.20548469680415074, 1.0736650507811034))), 'pot blue ball into middle_left pocket with a bank shot')), Success: True
(11026, ((('cue', (0.15199548684406733, 1.2545315906370138)), ('blue', (0.42655930086602534, 1.4283061298231967)), ('yellow', (0.5995128493228217, 0.13444034568344276)), ('red', (0.47136891670726744, 1.68943081778829))), 'pot red ball into bottom_left pocket indirectly')), Success: True
(12076, ((('cue', (0.2666074495283125, 1.5473056150306952)), ('red', (0.8767683713567238, 0.7625996874028175)), ('yellow', (0.7658392453182119, 0.7646732742468735)), ('blue', (0.8898997957886207, 1.240357574334314))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success: False
(6928, ((('cue', (0.42178453288356965, 0.39703347520012255)), ('blue', (0.8941962855825442, 1.903632970508808)), ('red', (0.5656158784370601, 1.9286936673286048)), ('yellow', (0.6511302993112342, 0.6640317120045423))), 'pot blue ball into bottom_right pocket with a bank shot')), Success: False
(1657, ((('cue', (0.6643162525879326, 0.6668790436108333)), ('yellow', (0.6620386922315941, 1.20451220749938)), ('red', (0.7309820831875081, 1.6982024692897617)), ('blue', (0.13424997771342706, 1.2207808931387838))), 'pot blue ball into top_left pocket indirectly')), Success: True
(2097, ((('cue', (0.3523417395923403, 1.7481010309453557)), ('yellow', (0.44206415737343197, 0.3599657534787154)), ('red', (0.5387589832605364, 1.9227994157248418)), ('blue', (0.7605479464984496, 1.664413749292286))), 'pot yellow ball into bottom_right pocket directly')), Success: True
(7041, ((('cue', (0.21364324027657175, 0.738823231802008)), ('yellow', (0.39764637045647033, 1.7161413561003576)), ('red', (0.48050964345925906, 1.6615103577048267)), ('blue', (0.2856989015554516, 1.0863554776227826))), 'pot blue ball into top_right pocket with a bank shot')), Success: True
(4526, ((('cue', (0.42290599800311335, 0.7322525788624036)), ('yellow', (0.7259119284935242, 1.398801752275827)), ('blue', (0.5508111410814095, 0.3214944590107591)), ('red', (0.5873474032018173, 0.608641529305572))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: False
(12400, ((('cue', (0.4671899944490403, 0.624223378794032)), ('blue', (0.9143627356323836, 0.8071824413887004)), ('yellow', (0.09498780886699869, 1.3064929329628718)), ('red', (0.7760269486781279, 1.816633292546767))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: False
(8561, ((('cue', (0.5937793619836093, 1.8093246403001277)), ('yellow', (0.6123270731447081, 1.4711085972654623)), ('blue', (0.13288228392341506, 1.8834454591124643)), ('red', (0.5425024258182677, 0.5532634492707227))), 'pot blue ball into middle_right pocket with a bank shot')), Success: False
(6424, ((('cue', (0.12083571656296273, 1.7822382098505263)), ('red', (0.8646713487357006, 0.9033553326885493)), ('yellow', (0.6374432444008249, 0.15384721921743794)), ('blue', (0.4980869910671135, 1.2177556589460017))), 'pot red ball into top_right pocket indirectly')), Success: True
(11176, ((('cue', (0.07540890125471292, 1.7083297093349228)), ('red', (0.2608165627751917, 0.11400620504139926)), ('yellow', (0.9223676779206955, 1.3804151357837473)), ('blue', (0.46455020332063635, 0.14816041844067454))), 'pot red ball into top_left pocket with a bank shot')), Success: False
(2651, ((('cue', (0.3060235571559504, 0.6418674718403241)), ('red', (0.13548531035810674, 0.7879048532972204)), ('yellow', (0.9147726691742698, 1.354012187809992)), ('blue', (0.3548886040740229, 0.958136307716984))), 'pot blue ball into top_left pocket directly')), Success: True
(7279, ((('cue', (0.21658637125784566, 1.7025706275104078)), ('red', (0.37098162616912356, 1.8720930431774532)), ('blue', (0.13747309162333438, 1.6863791779727784)), ('yellow', (0.788090123037401, 0.6665286425495409))), 'pot blue ball into bottom_left pocket with a bank shot')), Success: True
(953, ((('cue', (0.36158537110942357, 0.37447620456726816)), ('blue', (0.5490828265428237, 0.17539473973130446)), ('red', (0.45960261813611436, 1.4914094572420569)), ('yellow', (0.7729892011306989, 0.1482858314824252))), 'pot red ball into bottom_right pocket indirectly')), Success: True
(1558, ((('cue', (0.8577737294205212, 0.7337731706239634)), ('red', (0.27292871707586774, 0.738321352493495)), ('blue', (0.4422322141001015, 1.8737934708071509)), ('yellow', (0.1773651378847278, 1.0533885729609125))), 'pot yellow ball into middle_left pocket directly')), Success: True
(5976, ((('cue', (0.9047493325107072, 1.7030404840022477)), ('blue', (0.7612704963314347, 0.16439753364794274)), ('yellow', (0.8947358217252774, 1.8861081916151865)), ('red', (0.3595213288386888, 1.5508124322799461))), 'pot red ball into top_left pocket indirectly')), Success: True
