(('cue ball', (0.607227924427877, 0.3639508342770152)), ('purple', (0.7466241744812925, 1.7356740293138002)), ('blue', (0.12957429539285503, 0.9657499888490775)))
(('cue ball', (0.18805356614468696, 0.6874622248318014)), ('black', (0.11246049719133855, 1.2753263072014231)), ('red', (0.911875336693828, 1.277731826895369)))
(('cue ball', (0.4773872376228855, 1.1169787864490976)), ('red', (0.6469750260720031, 1.4177408592037877)), ('orange', (0.9335013064901758, 0.7443653273151857)))
(('cue ball', (0.27170722834002975, 1.5498022101120665)), ('maroon', (0.3440979353597107, 1.232441906059236)), ('blue', (0.33986775983779005, 0.6313807330418535)))
(('cue ball', (0.5768442384881987, 1.8186928421665458)), ('black', (0.48593247926337446, 0.7160572222105279)), ('purple', (0.17833266417113455, 1.6144917549258708)))
(('cue ball', (0.2950884871398094, 0.665216905063894)), ('black', (0.47049447112913856, 1.3642288980602384)), ('maroon', (0.08376596396070851, 1.7868090005108295)))
(('cue ball', (0.8040271173434411, 0.19349047212225062)), ('black', (0.22337238593701125, 1.6610680115707606)), ('red', (0.5104505702016475, 1.229169126904404)))
(('cue ball', (0.5737071196418367, 0.6161248747141673)), ('yellow', (0.38584064252179046, 0.7356667816295079)), ('green', (0.7968719976317793, 0.037488251754622184)))
(('cue ball', (0.6511753183656133, 0.2033810183948075)), ('yellow', (0.5910146315889583, 0.48923458450744783)), ('orange', (0.828744527324731, 0.6960565351889048)))
(('cue ball', (0.19138407624486029, 0.1934437089292738)), ('black', (0.6512954020072684, 0.9436513060122048)), ('blue', (0.2396137251795856, 1.316702983558388)))
(('cue ball', (0.8570525808005105, 1.320783325139445)), ('blue', (0.595342096834918, 1.6436435672133025)), ('green', (0.8836924768268063, 0.7104585723311355)))
(('cue ball', (0.45528613307199417, 1.79345735859201)), ('yellow', (0.7694961792747623, 0.5888099369696315)), ('green', (0.1786959076606538, 0.684775608972402)))
(('cue ball', (0.793612946922238, 0.8878761765883697)), ('red', (0.17478105850309453, 1.6155931471863798)), ('orange', (0.14462635770529492, 1.7081396950415357)))
(('cue ball', (0.4004652879101023, 0.03418954732831678)), ('purple', (0.8066155977318513, 1.058287974306805)), ('blue', (0.09454925362655904, 1.5781178200294226)))
(('cue ball', (0.95686158467959, 1.4470113612042006)), ('green', (0.9534142085104759, 0.13359908328560932)), ('blue', (0.5638259321688772, 0.6542817171028543)))
(('cue ball', (0.4079902281790373, 1.3898064868511906)), ('red', (0.9610150919186589, 1.2322195503000655)), ('black', (0.03069877810225356, 1.4144721671704927)))
(('cue ball', (0.8239009588542617, 1.7168378209992978)), ('green', (0.37876173084716636, 0.9661848315426763)), ('red', (0.21232844309135024, 0.23316537194335832)))
(('cue ball', (0.10011034096877651, 0.13010180153128037)), ('yellow', (0.6604856703782935, 1.3651254705615206)), ('green', (0.2033626650007172, 0.1649594655206617)))
(('cue ball', (0.3493870650006106, 1.6974647288980151)), ('blue', (0.5618534768822065, 0.9382501805711259)), ('maroon', (0.36994648244299483, 0.20294005076101918)))
(('cue ball', (0.33874926610809797, 0.03931563064262434)), ('black', (0.5805403763270195, 1.3660073485286228)), ('orange', (0.5106531863338275, 0.865748448114685)))
(('cue ball', (0.17916922307924107, 0.06878654105149365)), ('orange', (0.8672709332979945, 0.11791548349886431)), ('maroon', (0.3420194530505118, 0.8469847434166626)))
(('cue ball', (0.049142516170931974, 1.2396220977357544)), ('orange', (0.15528440799908821, 1.7303271424261024)), ('red', (0.38040460764803874, 0.16735586637801764)))
(('cue ball', (0.12769091459816506, 1.9063761639182912)), ('black', (0.3127390344932937, 0.6405996583218858)), ('orange', (0.9148732575000474, 0.9517500793792709)))
(('cue ball', (0.8665829876615322, 0.7128990588842298)), ('red', (0.7625628181168429, 1.0671227991015946)), ('maroon', (0.1690814125634335, 1.8551934629656122)))
(('cue ball', (0.08933335940506072, 0.5439877799048246)), ('yellow', (0.6586576033513889, 1.2391520943725394)), ('orange', (0.5389571431207251, 0.4715924739211052)))
(('cue ball', (0.8678033190620705, 0.18535095075128824)), ('black', (0.6875167248127935, 1.1704376188261414)), ('red', (0.07055129013748616, 1.4002084871563636)))
(('cue ball', (0.21161738779857317, 0.9717845161230327)), ('green', (0.15933489790015348, 0.6647964540216638)), ('black', (0.8785919609535747, 0.10740566572800865)))
(('cue ball', (0.47973663055924637, 0.1420409026789911)), ('yellow', (0.714610978783983, 1.763672125727204)), ('red', (0.1933266530044753, 0.948677940878377)))
(('cue ball', (0.2753687319927163, 0.588818525275881)), ('red', (0.16479757426886288, 0.4267114003426252)), ('yellow', (0.3669773703487487, 0.5859475083698749)))
(('cue ball', (0.6354417038150091, 1.3000621051590033)), ('green', (0.7362376901820755, 0.8726219602997854)), ('yellow', (0.8485530653177094, 0.8018204369917521)))
(('cue ball', (0.24050544322149395, 0.40977350572747884)), ('orange', (0.11516701857199445, 0.1539950655262062)), ('black', (0.6376527274542658, 1.0040460838002272)))
(('cue ball', (0.646961179100144, 1.548356655287503)), ('black', (0.31288138788848924, 0.4299535112534073)), ('maroon', (0.11674113013853177, 0.5846518777750709)))
(('cue ball', (0.0530499495953653, 1.1360919312748923)), ('green', (0.21208579559507296, 0.5139216585763529)), ('black', (0.9076386740926093, 0.06374610650432395)))
(('cue ball', (0.2253738950612519, 1.4762422240013837)), ('red', (0.2506065010228684, 0.27829264089566047)), ('yellow', (0.2641562392266047, 0.07695034726080852)))
(('cue ball', (0.8134867169820246, 0.7029966853202153)), ('black', (0.544524124436169, 0.3675629063288332)), ('blue', (0.8739275130465307, 1.4600346518079914)))
(('cue ball', (0.6369131670998902, 1.576415588692145)), ('orange', (0.8218985798557549, 0.8794088277932114)), ('red', (0.04073920084502634, 1.8634922374489427)))
(('cue ball', (0.8519399837212774, 1.2724410124953522)), ('maroon', (0.8127520572672102, 1.8107101398247492)), ('blue', (0.25763873324071057, 0.7910020153184565)))
(('cue ball', (0.7400968578852364, 1.5804509704588259)), ('purple', (0.34704674405792835, 0.39717302212322786)), ('blue', (0.37698666210375303, 0.7893237775072884)))
(('cue ball', (0.4072133494904904, 0.8053309361668418)), ('purple', (0.18472829125493564, 0.10304200853519778)), ('blue', (0.1359254357371425, 0.06124677928304058)))
(('cue ball', (0.18282379062408344, 1.5379705520989768)), ('black', (0.825758447117012, 1.3913922936972087)), ('maroon', (0.08880999691735476, 0.03565770944447178)))
(('cue ball', (0.2221414407080324, 1.6449011050533213)), ('purple', (0.8164507107468104, 0.09016105819876752)), ('blue', (0.23785231924956174, 0.14828747319052427)))
(('cue ball', (0.8984972217245523, 0.39567739695626386)), ('yellow', (0.3716867616270709, 1.2798838626607008)), ('purple', (0.917172383335093, 1.8128363347841565)))
(('cue ball', (0.7980346290297977, 1.2821845160593046)), ('blue', (0.7280403072878362, 1.3467074198334767)), ('yellow', (0.4565832881648095, 1.9222599995470737)))
(('cue ball', (0.738023756589197, 0.7602350427404462)), ('yellow', (0.029481212357386797, 1.207186887381343)), ('green', (0.26863984750925396, 0.5607043012559624)))
(('cue ball', (0.09749364020906116, 1.5285353151842427)), ('yellow', (0.7266825327490134, 0.4040458084612944)), ('red', (0.9275318495314157, 1.3603122074716414)))
(('cue ball', (0.9484753671797892, 0.02914778093888314)), ('green', (0.4175154055406833, 1.753507380958117)), ('purple', (0.92803292889527, 1.1819600792998277)))
(('cue ball', (0.3844392348859808, 1.3720081984888501)), ('purple', (0.47073577629736935, 1.7945211845900657)), ('green', (0.8975371869721838, 0.25132517010750227)))
(('cue ball', (0.4578261061297468, 0.1463511801582416)), ('purple', (0.782559227697174, 0.7711031803394657)), ('blue', (0.06737161148702059, 1.8995614842604946)))
(('cue ball', (0.17629064525190877, 1.8996376126368766)), ('red', (0.15209356819120604, 1.2840444722447055)), ('blue', (0.23934274558236346, 0.58671554478753)))
(('cue ball', (0.5406675984396603, 1.7200476567751957)), ('purple', (0.0836369149658703, 0.7514961387946812)), ('orange', (0.8900266106036572, 1.0831392059044438)))
(('cue ball', (0.48017222923463915, 0.4476906483180853)), ('yellow', (0.9032432053942665, 0.21215083365718473)), ('green', (0.7073448425418798, 0.6799760189970607)))
(('cue ball', (0.7010899672295311, 1.927869500524673)), ('maroon', (0.46110553781757413, 1.1697163199093805)), ('orange', (0.8192834865855999, 0.32119549616826865)))
(('cue ball', (0.14496935531683824, 0.07911276628534454)), ('orange', (0.7221776651991714, 1.3487793898313725)), ('maroon', (0.333549903497854, 0.6470495677060075)))
(('cue ball', (0.5048916887884255, 1.9203294353621)), ('purple', (0.8383340469183882, 1.3301939529457698)), ('green', (0.6608783797791755, 0.08279752654674971)))
(('cue ball', (0.6344746055183039, 0.9838578808510617)), ('orange', (0.9289783931551321, 0.8579387102699618)), ('red', (0.5460851125490741, 0.6572250469690122)))
(('cue ball', (0.8740235979216142, 0.3320056659802477)), ('blue', (0.3705993607936302, 0.5084966356721806)), ('green', (0.2218871112496768, 0.7381476140669591)))
(('cue ball', (0.8441386939501658, 0.9045558316498815)), ('maroon', (0.6619061038376515, 1.6642214953292602)), ('yellow', (0.3110591698782983, 1.5334341996114955)))
(('cue ball', (0.7220059318890321, 0.06337002708136469)), ('orange', (0.33983721092952146, 1.7937253404472149)), ('black', (0.1646951769632995, 1.0946027277850507)))
(('cue ball', (0.3599016465588352, 1.4517696163357163)), ('maroon', (0.24513622784316763, 1.8842063385672005)), ('red', (0.3767220555471871, 1.1407179390153817)))
(('cue ball', (0.13445279772435925, 1.2342018000857131)), ('green', (0.9026560506633299, 1.2032688889179108)), ('maroon', (0.4406213939826825, 1.2022960970887797)))
(('cue ball', (0.08067014867420619, 1.597562780494104)), ('purple', (0.7373231793000814, 0.43425415691699554)), ('orange', (0.2502559453433993, 0.42144738495805933)))
(('cue ball', (0.5999793056680053, 0.682428913298277)), ('red', (0.19544257050058747, 0.9390395537332075)), ('maroon', (0.3462855723642707, 0.2899182846662948)))
(('cue ball', (0.628268037023058, 1.094578796281602)), ('black', (0.03595829781504157, 0.7365256775237233)), ('blue', (0.5991996342829816, 0.2471821423961679)))
(('cue ball', (0.954985471610405, 0.2800204320922863)), ('maroon', (0.35882593428805665, 1.0163797618969554)), ('yellow', (0.49709649099102654, 0.2443235434360952)))
(('cue ball', (0.8179791380518637, 0.4226464311763336)), ('yellow', (0.3852984797241245, 1.2290511213211783)), ('red', (0.5856458253146722, 0.8488334497270849)))
(('cue ball', (0.753468115922716, 0.5108062464793746)), ('purple', (0.08577774644488802, 0.31305847735147024)), ('orange', (0.40374569313650777, 1.3908066531780756)))
(('cue ball', (0.37379934890330846, 0.43053824343487357)), ('black', (0.8024179987743886, 1.7271521999956054)), ('orange', (0.18811502020079351, 1.0255401293335922)))
(('cue ball', (0.30427351726440016, 0.4264665816364456)), ('purple', (0.7301716461011157, 0.21017803442315972)), ('green', (0.4450656363639044, 0.24079608590769927)))
(('cue ball', (0.3599765553664467, 0.43532396545040125)), ('green', (0.5225265614419597, 1.4297532536806756)), ('purple', (0.9237240279093648, 0.051732005927340174)))
(('cue ball', (0.06930123059286583, 1.34226936271475)), ('blue', (0.19343545946924293, 0.9500573879962914)), ('yellow', (0.41877230612666627, 1.3363081625817805)))
(('cue ball', (0.7799573154124583, 0.18843904155395666)), ('black', (0.6019385439015157, 1.0331859445332665)), ('green', (0.5588542188336942, 1.375235329853226)))
(('cue ball', (0.477687022644211, 0.29020841293553573)), ('orange', (0.7645871527181533, 1.576564689964294)), ('black', (0.25752203427488524, 0.5530166653224299)))
(('cue ball', (0.7102534058826954, 0.41868530892756556)), ('purple', (0.864594841258109, 0.8117786642430986)), ('green', (0.2872334483672978, 1.2046225517714937)))
(('cue ball', (0.5954204019454835, 0.32146283958257343)), ('green', (0.9534026572484288, 0.6438680792982455)), ('maroon', (0.47228262089370987, 0.19216284724421923)))
(('cue ball', (0.5115802968362713, 1.4518314886954657)), ('black', (0.687937251094154, 0.40151640772857555)), ('yellow', (0.22426154773921309, 0.7178695730804645)))
(('cue ball', (0.6406385149842421, 1.6640466325875656)), ('yellow', (0.21936514570076499, 0.3856124524116563)), ('green', (0.9294220512743614, 0.4939026732067195)))
(('cue ball', (0.21240874054500733, 0.24618935203013176)), ('blue', (0.4593715518880826, 1.4836072639654394)), ('maroon', (0.6240393251633175, 0.9598510406750377)))
(('cue ball', (0.30963502029153717, 1.0087941967091352)), ('orange', (0.5022331967935808, 1.306236828901547)), ('maroon', (0.6769365255316828, 0.4818992361213454)))
(('cue ball', (0.8580288620883697, 0.3148760764529191)), ('blue', (0.2734487682359713, 1.4734569827289452)), ('yellow', (0.2004897995357179, 1.116464107447067)))
(('cue ball', (0.700521702515562, 1.678102051084728)), ('red', (0.6055679964676185, 1.5595879514261983)), ('purple', (0.22927954419865001, 1.916141412000131)))
(('cue ball', (0.5964395498386734, 1.0503344313177096)), ('blue', (0.873921027349244, 0.27783920249454536)), ('maroon', (0.6080200857002686, 0.511005102666653)))
(('cue ball', (0.8767172661882946, 1.6673740609548766)), ('purple', (0.799860139651589, 1.3048882885394804)), ('green', (0.3687371396681192, 0.3142278482652007)))
(('cue ball', (0.2180146261275305, 1.4919055223781739)), ('black', (0.16903442131739257, 1.9471024770953653)), ('green', (0.7375643027481302, 0.3848194226867054)))
(('cue ball', (0.48752306173533466, 1.4125579634471428)), ('maroon', (0.27076837511507257, 0.7779675854667647)), ('black', (0.5821354250729822, 0.24362836709990696)))
(('cue ball', (0.7745706291995259, 0.24952234574844648)), ('black', (0.9548723452303998, 1.0157884208008612)), ('blue', (0.9502525029153909, 1.904881456018632)))
(('cue ball', (0.27832729485136903, 0.6615785713140028)), ('yellow', (0.674070703458589, 1.485972945930392)), ('orange', (0.14549143789618413, 0.36049086535073044)))
(('cue ball', (0.12465395131596689, 0.34296879573254163)), ('yellow', (0.6891012895576806, 0.8465655866162377)), ('maroon', (0.6743356240385427, 1.519266801867852)))
(('cue ball', (0.8946417040805422, 0.518248918534481)), ('red', (0.46501858188310086, 1.1569377528689375)), ('orange', (0.20490381745489028, 1.1150742927714867)))
(('cue ball', (0.4597585583581247, 0.2565463662547377)), ('blue', (0.33539803823731174, 0.16393651274302712)), ('maroon', (0.2504076146309873, 1.8601293447792104)))
(('cue ball', (0.47231201689742275, 1.3981476880167683)), ('maroon', (0.2659577793521558, 0.11404630291475827)), ('black', (0.4151752469107927, 1.8978560324881766)))
(('cue ball', (0.2526076642812362, 0.3864272746133803)), ('orange', (0.584077042884321, 1.3672879845432306)), ('red', (0.5956675230769296, 1.8963240332387834)))
(('cue ball', (0.08053466767128149, 1.411610017965776)), ('blue', (0.37451606408073024, 1.66434667756457)), ('purple', (0.060369258060925135, 1.7339932917630356)))
(('cue ball', (0.31314743465241957, 0.4405159312225192)), ('yellow', (0.16683466316650838, 1.6131094328502356)), ('orange', (0.841805923241687, 1.7356011525950708)))
(('cue ball', (0.5407037048677483, 1.3656257636310007)), ('black', (0.11638330558025697, 0.06943374448843728)), ('maroon', (0.8384433080691623, 0.6831056122071015)))
(('cue ball', (0.2837606263055472, 1.4320483762047238)), ('maroon', (0.06515635346791324, 1.1647428049874737)), ('purple', (0.4401914870193245, 0.22182099188863794)))
(('cue ball', (0.23977600509151864, 1.4202213506009052)), ('blue', (0.8467960071362426, 1.4047685127662677)), ('yellow', (0.20621569874007098, 1.3048346445022614)))
(('cue ball', (0.4370057773661336, 0.6441048290222519)), ('orange', (0.10274868440549012, 0.19628092252091647)), ('purple', (0.13248305816657016, 0.09247117491889993)))
(('cue ball', (0.6650047118039947, 0.5962438788718707)), ('yellow', (0.43563690615081213, 0.6781510933836787)), ('black', (0.8668706925208607, 1.727119903109242)))
(('cue ball', (0.7360341292010418, 1.0983139250808178)), ('black', (0.39554215570893464, 0.6358208921808014)), ('yellow', (0.8635797464883104, 1.8107539487679705)))
(('cue ball', (0.6938933659732149, 0.5750378106294177)), ('black', (0.8328428005333443, 1.1515911904750924)), ('red', (0.5666128011446772, 0.10955621079317444)))
(('cue ball', (0.5219373706217051, 1.2895142256579917)), ('blue', (0.17315224433371032, 0.4244749081060216)), ('black', (0.38477471999456797, 1.3254441053137416)))
(('cue ball', (0.06818774851074401, 1.4431285470072779)), ('yellow', (0.03140918132960605, 0.8246744914041663)), ('green', (0.5765693018047208, 1.5208076225827531)))
(('cue ball', (0.22127021795323293, 0.2259521367087189)), ('purple', (0.4738701102229576, 0.749558510460069)), ('red', (0.7140813584025677, 1.651649655328681)))
(('cue ball', (0.7273657559962327, 0.16542333354783303)), ('purple', (0.07845679395445271, 1.3769323652237084)), ('green', (0.09034331670026746, 0.9219804124128901)))
(('cue ball', (0.2950111143293562, 1.0591588610397853)), ('purple', (0.825450817780166, 1.0407756963662373)), ('green', (0.051414384415208195, 0.756899131730226)))
(('cue ball', (0.6166266752365656, 1.71570731304961)), ('black', (0.625250598328904, 1.004005272237108)), ('blue', (0.3061229592284737, 1.0097853132050874)))
(('cue ball', (0.42407559889839663, 0.27597186096175896)), ('black', (0.5905913904507819, 0.22912049400999696)), ('yellow', (0.3108786875373287, 0.35367944843358673)))
(('cue ball', (0.9007880603029792, 1.0571041428476124)), ('black', (0.7537902666594244, 1.2051582959010751)), ('blue', (0.322904955325556, 0.3613082260303863)))
(('cue ball', (0.6633410032421835, 1.1357549069503186)), ('yellow', (0.6751059093976037, 0.9546838535849883)), ('blue', (0.22830973546130565, 0.9984198224000566)))
(('cue ball', (0.5319785708879855, 0.7346055802628598)), ('red', (0.45688853287483794, 0.5932414561630843)), ('yellow', (0.5330265552803938, 0.43333315113488236)))
(('cue ball', (0.4547443741567859, 1.9399457378641183)), ('red', (0.0960356625736681, 0.6646393380834952)), ('blue', (0.7565270155082776, 0.03794603867277503)))
(('cue ball', (0.8920293295647842, 0.6625951021980678)), ('yellow', (0.6500196831407449, 1.4161517766210747)), ('purple', (0.6849664156156947, 0.2656277616532708)))
(('cue ball', (0.17158033706947273, 0.6167391250639644)), ('blue', (0.8208430928862818, 0.7417328614867584)), ('purple', (0.04197451695709526, 0.4301391843628316)))
(('cue ball', (0.22818121867776814, 1.2886573700304549)), ('red', (0.9426565340457425, 1.6143116469534082)), ('orange', (0.14470261734770254, 1.8505720885689212)))
(('cue ball', (0.4664854572399819, 0.31695284278002184)), ('green', (0.3628801476135379, 1.1512179791723636)), ('purple', (0.3788111588815288, 0.2107215355758842)))
(('cue ball', (0.2857324870867588, 0.2839528167337391)), ('black', (0.268955553222202, 0.9001347799822174)), ('purple', (0.4549647322666412, 1.631367078150826)))
(('cue ball', (0.13489858652176, 0.9781833241666626)), ('yellow', (0.8204893887624305, 1.2038205533952522)), ('maroon', (0.4138229421221402, 0.25131997741086837)))
(('cue ball', (0.5734201057084626, 0.3219013883309957)), ('red', (0.35026862861175684, 0.3213093893282)), ('blue', (0.9148084947768943, 0.9018852531780519)))
(('cue ball', (0.12123650360935452, 0.6466306404924421)), ('purple', (0.877245020064367, 1.2586709748331617)), ('black', (0.7525287991450111, 1.3104913259056832)))
(('cue ball', (0.3847361032027734, 1.117502821938394)), ('purple', (0.9189549672491752, 0.9897423459971214)), ('red', (0.7910914223605795, 0.6135961866238961)))
(('cue ball', (0.9017074773965713, 1.0271316086517455)), ('yellow', (0.4418730842824862, 1.776236379527384)), ('orange', (0.7526420682816013, 1.2066947470655065)))
(('cue ball', (0.09619305699241101, 0.3156650625024405)), ('yellow', (0.37276461774314834, 1.4958766207008858)), ('blue', (0.2986744612210812, 1.9027377211158083)))
(('cue ball', (0.13695911431967286, 0.8721940041175384)), ('maroon', (0.7245874796447125, 1.1528322970700744)), ('orange', (0.8574714571881038, 1.4377972906834542)))
(('cue ball', (0.723126821036833, 1.0919169077702333)), ('maroon', (0.8529124626840606, 0.9614070958773915)), ('black', (0.9365418203585512, 0.8500989211782699)))
(('cue ball', (0.5849384280926023, 1.5777332682055953)), ('purple', (0.15248035696275303, 0.5111857953554736)), ('blue', (0.5412593329455416, 0.5800345813812005)))
(('cue ball', (0.15372123201880578, 1.498123776344325)), ('purple', (0.943179709953957, 0.37453623477486603)), ('yellow', (0.9553009646766946, 0.16590933245258305)))
(('cue ball', (0.03559713937662597, 1.583638050892323)), ('purple', (0.7186611560935516, 0.9105640129044895)), ('orange', (0.6775167618536342, 1.767669317679575)))
(('cue ball', (0.29840441074841934, 0.6118204966150866)), ('green', (0.3754465649765321, 1.8936459268641488)), ('yellow', (0.3547244649019881, 0.7088559519818441)))
(('cue ball', (0.16804058499440402, 0.3104705381436121)), ('black', (0.4580647376535023, 0.5743961171507858)), ('blue', (0.10691859561466674, 1.3683769740335547)))
(('cue ball', (0.7024308093359164, 0.3919068464690175)), ('blue', (0.7914124818942903, 1.1560217269353632)), ('red', (0.6898136920243413, 1.9014362594504859)))
(('cue ball', (0.31365567116033355, 0.752468718861407)), ('black', (0.42210148903558625, 0.6117529958644448)), ('green', (0.6911507619866957, 0.6046099840586694)))
(('cue ball', (0.29823518368917223, 1.6197423132673772)), ('maroon', (0.6659303836681246, 0.845217592671745)), ('orange', (0.47961529262642266, 0.5292439563708321)))
(('cue ball', (0.38610997028812183, 1.0276019683185895)), ('red', (0.06193204968708811, 1.1839766948547166)), ('purple', (0.9336767024811814, 1.0562665774605686)))
(('cue ball', (0.46544411007578, 0.26689240699844985)), ('black', (0.16770456288384095, 0.8260553773525858)), ('yellow', (0.10289686626292095, 1.119284748543005)))
(('cue ball', (0.24245693852896183, 1.6598645889345183)), ('purple', (0.7954369337544976, 1.134883727744349)), ('red', (0.7236658499602932, 1.1718487543336051)))
(('cue ball', (0.873510065655504, 0.7426301072242675)), ('orange', (0.07284890504319932, 0.7962379451031586)), ('red', (0.8666531539580182, 0.47164636032084406)))
(('cue ball', (0.6160953261511791, 1.9376649414602052)), ('purple', (0.33586443385904174, 1.398038530032458)), ('blue', (0.21043920494494772, 0.5650354315756538)))
(('cue ball', (0.9336748643531139, 1.1973758990868628)), ('green', (0.5216032970946625, 1.1978835311740854)), ('black', (0.08252124449584598, 1.145730441242333)))
(('cue ball', (0.9087692570609943, 1.1503733925324067)), ('yellow', (0.6805823360266823, 0.6843971739026228)), ('blue', (0.3937880329570391, 0.7343392102893364)))
(('cue ball', (0.4457375719421992, 0.17802812585537892)), ('orange', (0.2471807975259266, 0.06371522623134011)), ('yellow', (0.9602540361343337, 0.3897114607497157)))
(('cue ball', (0.2372621356187711, 1.9243931664150742)), ('red', (0.2756981070827628, 0.9751553086176034)), ('green', (0.14431217100865074, 0.9041449214188003)))
(('cue ball', (0.7013401006544292, 1.569469293563635)), ('black', (0.2882740756537598, 0.4455985811821531)), ('maroon', (0.24142690012409945, 1.8299868941563615)))
(('cue ball', (0.7300006299998664, 1.277325622167224)), ('black', (0.8049657265106612, 1.3086439669428005)), ('blue', (0.5108152283755546, 1.9436716174506548)))
(('cue ball', (0.2681309672151396, 1.5994900733543893)), ('orange', (0.5323458687902395, 0.9350090637221952)), ('blue', (0.9302788048691242, 1.9171793524381668)))
(('cue ball', (0.0685805308960756, 1.8491149085439684)), ('yellow', (0.3223333512182782, 1.5198395386125145)), ('red', (0.3994553602801952, 1.3047234706976865)))
(('cue ball', (0.03655842754322418, 1.481268954965681)), ('blue', (0.7144283441673395, 0.15463663529974828)), ('yellow', (0.20907845866514235, 1.6014154410177863)))
(('cue ball', (0.497181483003974, 1.5462242100152424)), ('black', (0.0678311714421055, 0.41729053474120087)), ('maroon', (0.5630011740285182, 1.8360628697985848)))
(('cue ball', (0.7270431637135836, 1.2286600513304864)), ('black', (0.0994735798098624, 0.6752434434498011)), ('yellow', (0.667588607009174, 1.8438050269791364)))
(('cue ball', (0.8071484372864575, 0.8318427359218359)), ('green', (0.8249788139157397, 0.22818831173038506)), ('yellow', (0.49424021262590945, 0.32367817965970447)))
(('cue ball', (0.183198084016193, 0.14661271305462606)), ('green', (0.5477443862802707, 1.61688464042968)), ('blue', (0.6780559522202555, 1.4289741261290587)))
(('cue ball', (0.2398589319984289, 0.5256433248071127)), ('blue', (0.628952025572381, 1.339275163074232)), ('red', (0.3047074498378432, 1.228791438041277)))
(('cue ball', (0.47566322873108263, 1.85692042254402)), ('orange', (0.053723262497702776, 1.1755510628859385)), ('blue', (0.945228912977179, 0.6636262080313039)))
(('cue ball', (0.6289256414568981, 1.2196039154229255)), ('green', (0.054559453598973656, 1.789406489716365)), ('purple', (0.3662507416940084, 0.11285755906653985)))
(('cue ball', (0.05600776759336486, 1.1922556571167586)), ('blue', (0.3738646777806908, 1.3349940160991693)), ('orange', (0.43834472436197064, 0.6192039404059337)))
(('cue ball', (0.7322535120648096, 1.8447042366083866)), ('purple', (0.15041344462776382, 0.3786676581337903)), ('blue', (0.527288122815208, 1.95089653753279)))
(('cue ball', (0.09055289066917982, 0.3054147308487587)), ('yellow', (0.8947209131103959, 1.770597381514256)), ('maroon', (0.431812716565412, 1.3215614971012304)))
(('cue ball', (0.7513390996223085, 1.838868177956249)), ('blue', (0.9244996175234266, 1.0338504920232563)), ('orange', (0.35220843820919895, 1.8244261676832836)))
(('cue ball', (0.2990835631094622, 0.12160075655317748)), ('black', (0.7876826015240403, 1.0022892262614695)), ('yellow', (0.24816784473439318, 1.7810572726658218)))
(('cue ball', (0.9431287042769061, 1.4204829023851204)), ('blue', (0.16227040345634083, 1.013812540022073)), ('purple', (0.4335034745994952, 0.9134721247565863)))
(('cue ball', (0.8045339159804975, 1.2580930092537002)), ('maroon', (0.5841327473279924, 0.2601114198698739)), ('yellow', (0.7603611012689944, 1.7777652300644589)))
(('cue ball', (0.15531172502614318, 1.8560255620512753)), ('green', (0.23525336128529029, 1.783594244576765)), ('orange', (0.438617590157863, 0.16664505355330522)))
(('cue ball', (0.4429980687139135, 0.9281543450726641)), ('purple', (0.8435524472589356, 1.2300473457887227)), ('orange', (0.05828679546241302, 0.9442574386886692)))
(('cue ball', (0.08818753441434185, 1.1840025102701073)), ('orange', (0.46882613461823597, 1.2558350580795286)), ('red', (0.7700743946209962, 1.2523948675514267)))
(('cue ball', (0.4716413220923673, 1.2477773132674284)), ('green', (0.7896624570186751, 0.6320449189691191)), ('yellow', (0.1699424999194284, 1.6753497442133847)))
(('cue ball', (0.24665316402501197, 0.25141341744576917)), ('black', (0.6092462415052735, 1.0524305270640366)), ('orange', (0.07692712573103307, 0.727055021557913)))
(('cue ball', (0.8462887909398099, 0.7432563420659972)), ('green', (0.34731661007982684, 0.17713901977075058)), ('black', (0.7704939020338302, 1.065589631863705)))
(('cue ball', (0.40062068967720976, 1.5914087707951385)), ('black', (0.8145765540342854, 0.5081647532339931)), ('yellow', (0.6565651435627783, 1.6503665310310043)))
(('cue ball', (0.08076543056904743, 1.5797338584248)), ('yellow', (0.8433143489670875, 0.12104807265764013)), ('blue', (0.6220121522534006, 1.734595833208848)))
(('cue ball', (0.5926195487091065, 0.824062362760072)), ('orange', (0.5784736917766851, 0.6664326506299414)), ('black', (0.44162141605839916, 0.8694016797622695)))
(('cue ball', (0.4716707073097102, 1.152929869997796)), ('red', (0.7158945612735729, 0.09169221809252791)), ('black', (0.6614785001405854, 0.5258845210994854)))
(('cue ball', (0.16922973249428683, 0.32029447357687346)), ('blue', (0.06652744120203331, 0.9272173522981444)), ('purple', (0.24535503768371164, 0.5549983488203579)))
(('cue ball', (0.6038181473590272, 0.39874171723829777)), ('orange', (0.19125005474660597, 1.3139169352141369)), ('red', (0.2374802574466605, 0.651332740423268)))
(('cue ball', (0.7140770792454729, 1.1558523858533027)), ('red', (0.5096405121440816, 1.7878156882615595)), ('green', (0.6597485003559841, 0.578496520097248)))
(('cue ball', (0.4939088160743743, 0.1821288451245676)), ('purple', (0.33836188364589126, 1.6305852773474705)), ('green', (0.8083041648803218, 0.4924112251696538)))
